movie_facebook_likes,imdb_score,cast_total_facebook_likes,movie_title
20000,5.9,3074,Final Destination 5Œæ
445,5.8,2913,Mickey Blue EyesŒæ
16000,7.2,23920,Pay It ForwardŒæ
0,6.2,1827,Fever PitchŒæ
301,7.4,108,ArthurŒæ            
702,5.7,3239,Drillbit TaylorŒæ
24000,6.1,28927,A Million Ways to Die in the WestŒæ
0,6,2711,The ShadowŒæ
39000,6.9,15595,Extremely Loud & Incredibly CloseŒæ
0,6.5,621,Morning GloryŒæ
0,5,3969,Get Rich or Die Tryin'Œæ
470,5.7,3753,The Art of WarŒæ
3000,7,5917,RentŒæ
394,5.1,4565,Bless the ChildŒæ
279,5.3,1335,The Out-of-TownersŒæ
0,4.4,10469,The Island of Dr. MoreauŒæ
299,4.7,2888,The MusketeerŒæ
0,6.7,77823,The Other Boleyn GirlŒæ
8000,6.7,29484,Sweet NovemberŒæ
0,5.7,960,The ReapingŒæ
0,7.4,23737,Mean StreetsŒæ
680,6.1,3126,Renaissance ManŒæ
15000,6.4,3432,ColombianaŒæ
0,6.2,14275,The Magic Sword: Quest for CamelotŒæ
416,6.2,34377,City by the SeaŒæ
0,5.9,3821,At First SightŒæ
0,4,5039,TorqueŒæ
309,6.2,17877,City HallŒæ
0,4.6,18913,ShowgirlsŒæ
0,6.4,7243,Marie AntoinetteŒæ
555,5.9,14008,Kiss of DeathŒæ
604,5.1,14463,Get CarterŒæ
54000,7.6,7099,The ImpossibleŒæ
754,4.2,3374,IshtarŒæ
15000,7.8,24770,Fantastic Mr. FoxŒæ
835,5.8,12566,Life or Something Like ItŒæ
630,5.9,2125,Memoirs of an Invisible ManŒæ
39000,8.4,809,Amí©lieŒæ
849,4.8,3974,New York MinuteŒæ
0,6.2,3639,AlfieŒæ
0,6.5,1702,Big MiracleŒæ
579,6.3,4327,The Deep End of the OceanŒæ
612,3.3,4262,FeardotcomŒæ
0,5.9,20503,Cirque du Freak: The Vampire's AssistantŒæ
11000,6,12876,Victor FrankensteinŒæ
0,5.8,3096,DuplexŒæ
866,6.5,4103,Soul MenŒæ
328,4.7,1883,Raise the TitanicŒæ
401,4.1,4024,Universal Soldier: The ReturnŒæ
10000,6.8,14127,PandorumŒæ
892,6.2,2664,ImpostorŒæ
158,4.5,4123,Extreme OpsŒæ
565,5.8,1149,Just VisitingŒæ
15000,7.3,11623,SunshineŒæ
0,5.9,222,A Thousand WordsŒæ
211,4.4,2449,DelgoŒæ
0,5.8,1686,The GunmanŒæ
823,5.1,15638,Alex Rider: Operation StormbreakerŒæ
0,6.9,2288,DisturbiaŒæ
12000,6.2,13821,HackersŒæ
0,6.9,504,The Hunting PartyŒæ
0,7.3,2612,The Hudsucker ProxyŒæ
0,7.1,6267,The WarlordsŒæ
265,6,2115,Nomad: The WarriorŒæ
58000,7,12286,SnowpiercerŒæ
0,6.8,3243,A Monster in ParisŒæ
89,5.7,5240,The Last ShotŒæ
15000,7.6,2630,The CrowŒæ
21000,8.4,554,Baahubali: The BeginningŒæ
13000,7.1,568,The Time Traveler's WifeŒæ
0,5.6,1930,Because I Said SoŒæ
14000,6.7,45327,The Fast and the FuriousŒæ
25000,7,4774,FrankenweenieŒæ
14000,8,2853,SerenityŒæ
177,5.3,2972,Against the RopesŒæ
0,4.9,2329,Superman IIIŒæ
12000,6.4,36009,Grudge MatchŒæ
0,7.4,2172,Red CliffŒæ
0,6.1,4251,Sweet Home AlabamaŒæ
9000,6.5,22436,The Ugly TruthŒæ
478,5.7,2176,Sgt. BilkoŒæ
478,5.1,18291,Spy Kids 2: Island of Lost DreamsŒæ
0,6.6,6427,Star Trek: GenerationsŒæ
13000,6.5,943,The GrandmasterŒæ
33000,6.9,36062,Water for ElephantsŒæ
0,7.8,25160,3rd Rock from the SunŒæ            
0,6.4,196,Dragon Nest: Warriors' DawnŒæ
0,7.6,20516,The HurricaneŒæ
0,5.6,3770,EnoughŒæ
989,6.2,2912,HeartbreakersŒæ
8000,4.4,3552,Paul Blart: Mall Cop 2Œæ
689,5.6,1440,Angel EyesŒæ
168,5.5,2765,Joe SomebodyŒæ
0,6.7,42344,The Ninth GateŒæ
352,6.1,24547,Extreme MeasuresŒæ
0,6.2,1265,Rock StarŒæ
12000,7.3,3277,PreciousŒæ
911,6.6,16237,White SquallŒæ
23000,8.2,1757,The ThingŒæ
39000,6.4,17551,RiddickŒæ
389,6.4,74,SwitchbackŒæ
474,5.2,2120,Texas RangersŒæ
0,6.5,15494,City of EmberŒæ
27000,7.1,427,The MasterŒæ
366,4.8,4900,Virgin TerritoryŒæ
0,7.3,5162,The ExpressŒæ
14000,5.2,19974,The 5th WaveŒæ
70000,7.7,15106,CreedŒæ
29000,7.6,14296,The TownŒæ
14000,5.7,13396,What to Expect When You're ExpectingŒæ
0,7,36093,Burn After ReadingŒæ
0,6,18178,Nim's IslandŒæ
83000,8.1,37206,RushŒæ
13000,8,1906,MagnoliaŒæ
0,5.6,14483,Cop OutŒæ
15000,6.1,4882,How to Be SingleŒæ
0,6.9,14209,Dolphin TaleŒæ
19000,5.2,44060,TwilightŒæ
0,7,20970,John QŒæ
0,6.3,2986,Blue StreakŒæ
35000,7,3425,We're the MillersŒæ
240,5.3,599,Obitaemyy ostrovŒæ
0,6.9,1874,BreakdownŒæ
0,6.2,762,Never Say Never AgainŒæ
12000,6.4,1272,Hot Tub Time MachineŒæ
0,6.4,13904,Dolphin Tale 2Œæ
852,5.7,10838,Reindeer GamesŒæ
0,6.1,16611,A Man ApartŒæ
11000,5.4,44037,AlohaŒæ
591,6.7,3968,Ghosts of MississippiŒæ
846,6.8,2393,Snow Falling on CedarsŒæ
23000,6,19904,The RiteŒæ
17000,7.8,1942,GattacaŒæ
133,5.3,2928,Isn't She GreatŒæ
279,4.5,2268,Space ChimpsŒæ
638,5.4,4537,Head of StateŒæ
24000,7.8,17623,The HangoverŒæ
12000,7.2,615,Ip Man 3Œæ
0,6.6,47203,Austin Powers: The Spy Who Shagged MeŒæ
12000,7.6,2725,BatmanŒæ
2000,5.9,3497,There Be DragonsŒæ
0,6.7,1446,Lethal Weapon 3Œæ
38000,7.7,3389,The Blind SideŒæ
0,5.8,2255,Rush HourŒæ            
0,5.4,4499,Spy KidsŒæ
31000,6.9,18669,Horrible BossesŒæ
36000,7.7,25964,True GritŒæ
0,6.8,23923,The Devil Wears PradaŒæ
0,6.4,16007,Star Trek: The Motion PictureŒæ
17000,5.7,5826,Identity ThiefŒæ
0,7.3,24006,Cape FearŒæ
0,6.8,25661,21Œæ
25000,6.3,1450,TrainwreckŒæ
919,5.9,2689,Guess WhoŒæ
0,7.4,15912,The English PatientŒæ
11000,8.3,19129,L.A. ConfidentialŒæ
0,6.2,2968,Sky HighŒæ
0,6.3,23504,In & OutŒæ
0,5.8,1715,SpeciesŒæ
10000,7.5,42918,A Nightmare on Elm StreetŒæ
0,6.3,2474,The CellŒæ
0,6.4,29265,The Man in the Iron MaskŒæ
0,7.2,2259,SecretariatŒæ
0,6.3,16571,TMNTŒæ
0,6.9,4231,RadioŒæ
41000,6.6,20956,Friends with BenefitsŒæ
0,6,17860,Neighbors 2: Sorority RisingŒæ
39000,7.5,19809,Saving Mr. BanksŒæ
0,7.7,20143,Malcolm XŒæ
18000,6.2,1050,This Is 40Œæ
0,5.4,53370,Old DogsŒæ
0,6.6,2184,Underworld: Rise of the LycansŒæ
913,5.3,52566,License to WedŒæ
0,5.6,13125,The BenchwarmersŒæ
0,5.9,4879,Must Love DogsŒæ
0,7.8,56014,Donnie BrascoŒæ
0,6.7,17902,Resident EvilŒæ
11000,7.4,3876,PoltergeistŒæ
0,6.2,41701,The LadykillersŒæ
0,5.4,16249,Max PayneŒæ
52000,6.7,34011,In TimeŒæ
0,5.3,3356,The Back-up PlanŒæ
13000,5.9,2371,Something BorrowedŒæ
265,7,3438,Hit the FloorŒæ            
0,4.8,2643,Black KnightŒæ
0,7.3,677,The Bad News BearsŒæ
0,3.8,5443,Street FighterŒæ
21000,8.5,1075,The PianistŒæ
0,6.8,41636,From HellŒæ
0,6.8,966,The Nativity StoryŒæ
0,5.3,2178,House of WaxŒæ
12000,7.3,28027,CloserŒæ
16000,6.6,36258,J. EdgarŒæ
5000,6.2,3185,MirrorsŒæ
0,5.2,3001,Queen of the DamnedŒæ
0,6.2,4722,Predator 2Œæ
0,6.2,3612,UntraceableŒæ
0,6.6,5709,Blast from the PastŒæ
12000,6.4,2603,Flash GordonŒæ
0,6.2,3592,Jersey GirlŒæ
11000,5.1,2471,Alex CrossŒæ
0,6.6,19689,Midnight in the Garden of Good and EvilŒæ
0,6.1,24154,HeistŒæ
0,6.1,855,Nanny McPhee ReturnsŒæ
949,6.6,1394,HoffaŒæ
0,5.9,2351,The X Files: I Want to BelieveŒæ
0,6.3,17292,Ella EnchantedŒæ
23000,7.1,13371,ConcussionŒæ
13000,5,561,AbductionŒæ
538,5.6,1908,ValiantŒæ
0,7.4,22974,Wonder BoysŒæ
0,4.5,3266,Superhero MovieŒæ
0,6.2,2073,Broken CityŒæ
0,5,2535,CursedŒæ
20000,6.5,24669,Premium RushŒæ
0,5.1,1679,Hot PursuitŒæ
0,6.5,3142,The Four FeathersŒæ
17000,6.2,28479,ParkerŒæ
0,6.3,9330,WimbledonŒæ
0,3.8,6327,Furry VengeanceŒæ
0,5.2,1361,BaitŒæ
0,6,14744,KrullŒæ
0,6.2,32875,Lions for LambsŒæ
452,5.7,1290,Flight of the IntruderŒæ
0,6.7,1082,Walk Hard: The Dewey Cox StoryŒæ
0,6.8,19805,The Shipping NewsŒæ
433,6,1668,American OutlawsŒæ
0,7.3,5890,The Young VictoriaŒæ
0,5.5,1947,WhiteoutŒæ
39000,6.7,13021,The Tree of LifeŒæ
471,4.8,1352,Knock OffŒæ
10000,5.7,1458,SabotageŒæ
704,5.1,14165,The OrderŒæ
0,6,6563,Punisher: War ZoneŒæ
494,4.2,5022,ZoomŒæ
24000,7.4,23031,The WalkŒæ
0,4.6,1993,Warriors of VirtueŒæ
9000,6.9,3611,A Good YearŒæ
20000,8.6,3823,LutherŒæ            
892,6.9,4334,Radio FlyerŒæ
6000,8,3227,"Blood In, Blood OutŒæ"
561,6.4,3125,Smilla's Sense of SnowŒæ
675,6.3,1005,Femme FataleŒæ
0,8.4,1573,Lion of the DesertŒæ
262,7.1,1508,The Horseman on the RoofŒæ
633,6.8,5,Ride with the DevilŒæ
29000,7.5,50,BiutifulŒæ
677,4.5,1980,The LoversŒæ
0,5.7,5377,BandidasŒæ
26,7.2,3874,Black Water TransitŒæ
38000,6.8,1783,The Maze RunnerŒæ
0,5.4,1564,Unfinished BusinessŒæ
0,7.2,1068,The Age of InnocenceŒæ
23000,7.3,24640,The FountainŒæ
120,5.2,1274,Chill FactorŒæ
0,5.5,14978,StolenŒæ
0,7.7,13,PonyoŒæ
23000,7.1,3386,The Longest RideŒæ
1000,5.3,52621,The Astronaut's WifeŒæ
314,5.6,1778,I Dreamed of AfricaŒæ
0,5.7,23122,Playing for KeepsŒæ
13000,7.1,301,Mandela: Long Walk to FreedomŒæ
0,7.5,2291,RedsŒæ
0,7.6,14619,A Few Good MenŒæ
742,5.5,5942,Exit WoundsŒæ
1000,5.1,1790,Big Momma's HouseŒæ
0,6.3,369,Thunder and the House of MagicŒæ
0,4.9,843,The Darkest HourŒæ
19000,6.5,4863,Step Up RevolutionŒæ
4000,5.6,2604,Snakes on a PlaneŒæ
463,5.3,18688,The WatcherŒæ
4000,6.5,2114,The PunisherŒæ
0,6.8,2859,Goal! The Dream BeginsŒæ
12000,6.5,27759,SafeŒæ
783,6,13093,Pushing TinŒæ
14000,8.4,13649,Star Wars: Episode VI - Return of the JediŒæ
0,6,391,DoomsdayŒæ
15000,7.6,14504,The ReaderŒæ
0,5.6,4151,WanderlustŒæ
21000,6.9,43354,ElfŒæ
0,6.4,5975,PhenomenonŒæ
0,5.1,2916,Snow DogsŒæ
11000,7,18734,ScroogedŒæ
0,5.7,1729,Nacho LibreŒæ
27000,6.8,3229,BridesmaidsŒæ
97000,6.7,38751,This Is the EndŒæ
0,6.2,3004,StigmataŒæ
0,7.2,36069,Men of HonorŒæ
0,6.2,31529,TakersŒæ
0,5.6,74181,The Big WeddingŒæ
0,4.4,3500,"Big Mommas: Like Father, Like SonŒæ"
56000,7.5,16034,Source CodeŒæ
0,7.1,2054,AliveŒæ
10000,6.4,10938,The Number 23Œæ
5000,7.1,1843,The Young and Prodigious T.S. SpivetŒæ
2000,5.9,20201,1941Œæ
0,6.9,1400,Dreamer: Inspired by a True StoryŒæ
0,7.5,12754,A History of ViolenceŒæ
0,6.3,29050,Transporter 2Œæ
0,6.4,29743,The Quick and the DeadŒæ
702,5.9,961,Laws of AttractionŒæ
0,6.8,13040,Bringing Out the DeadŒæ
12000,6.3,2925,Repo MenŒæ
0,3.6,3274,Dragon Wars: D-WarŒæ
350,5.3,3864,BogusŒæ
13000,5.9,32094,The Incredible Burt WonderstoneŒæ
643,6.9,7394,Cats Don't DanceŒæ
625,6.9,16878,Cradle Will RockŒæ
559,6.1,2355,The Good GermanŒæ
290,5.7,1073,George and the DragonŒæ
19000,8.5,25313,Apocalypse NowŒæ
0,6.3,2961,Going the DistanceŒæ
0,7.3,2223,Mr. Holland's OpusŒæ
0,6.3,10910,CriminalŒæ
0,7.2,12518,Out of AfricaŒæ
64000,7.3,20952,FlightŒæ
0,6.3,1008,MoonrakerŒæ
149000,8.1,15082,The Grand Budapest HotelŒæ
0,6.9,13811,Hearts in AtlantisŒæ
0,6.3,1440,ArachnophobiaŒæ
0,7.3,4045,FrequencyŒæ
62000,5.5,2097,GhostbustersŒæ
28000,6.1,40312,VacationŒæ
0,6.9,3439,Get ShortyŒæ
0,7.2,813,ChicagoŒæ
0,6.4,26760,Big DaddyŒæ
0,6.4,7872,American Pie 2Œæ
0,8.3,19046,Toy StoryŒæ
0,7.2,20966,SpeedŒæ
32000,6.8,18322,The VowŒæ
0,6.5,17560,Extraordinary MeasuresŒæ
0,7.8,54877,Remember the TitansŒæ
0,7.6,2575,The Hunt for Red OctoberŒæ
41000,7.2,20035,Lee Daniels' The ButlerŒæ
0,6.7,4730,Dodgeball: A True Underdog StoryŒæ
5000,6.8,3696,The Addams FamilyŒæ
0,6.3,2203,Ace Ventura: When Nature CallsŒæ
0,6.2,13645,The Princess DiariesŒæ
0,6.2,3143,The First Wives ClubŒæ
39000,8.6,22678,Se7enŒæ
22000,8,2639,District 9Œæ
0,7,20097,The SpongeBob SquarePants MovieŒæ
12000,8,1942,Mystic RiverŒæ
14000,8.1,28830,Million Dollar BabyŒæ
0,6.7,24333,Analyze ThisŒæ
57000,7.9,34495,The NotebookŒæ
0,6.1,2978,27 DressesŒæ
0,4.2,4516,Hannah Montana: The MovieŒæ
181,6.1,4527,Rugrats in Paris: The MovieŒæ
883,6.6,1936,The Prince of TidesŒæ
11000,7.5,26388,Legends of the FallŒæ
19000,7.4,35209,Up in the AirŒæ
0,7.2,1556,About SchmidtŒæ
81000,6.9,337,Warm BodiesŒæ
75000,7.4,37387,LooperŒæ
602,5.4,2911,Down to EarthŒæ
5000,6.8,1185,BabeŒæ
0,6.3,19420,Hope SpringsŒæ
0,7.2,16758,Forgetting Sarah MarshallŒæ
0,8.7,3418,Friday Night LightsŒæ            
0,6.9,2740,Four BrothersŒæ
0,6,6930,Baby MamaŒæ
0,5.9,2860,Hope FloatsŒæ
0,5.4,13794,Bride WarsŒæ
0,5.9,1266,Without a PaddleŒæ
0,6.1,6742,13 Going on 30Œæ
78000,7.7,1289,Midnight in ParisŒæ
0,5.8,18795,The Nut JobŒæ
13000,7.6,43453,BlowŒæ
0,6.1,19815,Message in a BottleŒæ
0,5.4,14710,Star Trek V: The Final FrontierŒæ
1000,5.1,3679,Like MikeŒæ
1000,6.4,4767,Naked Gun 33 1/3: The Final InsultŒæ
0,6.3,2943,A View to a KillŒæ
0,7.5,1145,The Curse of the Were-RabbitŒæ
20000,7.1,18726,P.S. I Love YouŒæ
771,5.2,2910,Racing StripesŒæ
12000,7.8,20499,AtonementŒæ
13000,6.5,1026,Letters to JulietŒæ
0,6.6,1748,Black RainŒæ
13000,5.1,6137,The Three StoogesŒæ
0,7.4,60683,Corpse BrideŒæ
0,7.2,2577,Glory RoadŒæ
59000,7.6,1467,SicarioŒæ
44000,7.5,16881,SouthpawŒæ
11000,6.6,5642,Drag Me to HellŒæ
34000,7.2,15327,The Age of AdalineŒæ
0,7.6,9638,Secondhand LionsŒæ
16000,6.2,4059,Step Up 3DŒæ
0,5.6,1165,Blue CrushŒæ
13000,7.6,8362,Stranger Than FictionŒæ
0,6.6,814,30 Days of NightŒæ
66000,7,29551,The Cabin in the WoodsŒæ
0,2.7,3854,Meet the SpartansŒæ
0,7.6,23866,Midnight RunŒæ
0,6.6,2373,The Running ManŒæ
0,6.9,15308,Little Shop of HorrorsŒæ
38000,6.8,257,HannaŒæ
0,7.5,3295,The FamilyŒæ            
1000,3.7,2266,Mortal Kombat: AnnihilationŒæ
0,6.1,16827,Larry CrowneŒæ
39000,5.9,20051,CarrieŒæ
0,6.7,3797,Take the LeadŒæ
0,8.5,2867,EntourageŒæ            
0,6.9,15811,Gridiron GangŒæ
304,5.5,3664,What's the Worst That Could Happen?Œæ
13000,7.1,1594,9Œæ
29000,7.1,18469,Side EffectsŒæ
0,5.9,3239,The Prince and MeŒæ
0,7.3,1002,Winnie the PoohŒæ
1000,3.4,1653,Dumb and Dumberer: When Harry Met LloydŒæ
0,6.8,1023,BulworthŒæ
11000,6.9,2060,Get on UpŒæ
592,7,12785,One True ThingŒæ
0,5.5,20772,VirtuosityŒæ
1000,5.1,2737,My Super Ex-GirlfriendŒæ
18000,6.2,5697,Deliver Us from EvilŒæ
11000,5.9,3892,SanctumŒæ
484,5.2,4369,Little Black BookŒæ
11000,6.2,3479,The Five-Year EngagementŒæ
491,5.5,4462,Mr 3000Œæ
27000,7.4,11799,The Next Three DaysŒæ
0,4.4,15271,UltravioletŒæ
999,6.3,3148,Assault on Precinct 13Œæ
629,6.1,3072,The Replacement KillersŒæ
204,5.3,6152,FledŒæ
0,5.4,22554,Eight Legged FreaksŒæ
24000,6.7,31278,Love & Other DrugsŒæ
0,5.9,16722,88 MinutesŒæ
0,7.3,20563,North CountryŒæ
462,5.5,18085,The Whole Ten YardsŒæ
12000,5.8,2222,SpliceŒæ
0,4.6,3000,Howard the DuckŒæ
0,6.7,5101,Pride and GloryŒæ
0,5.1,2178,The CaveŒæ
625,5.6,977,Alex & EmmaŒæ
0,7,679,Wicker ParkŒæ
23000,6.4,1393,Fright NightŒæ
0,6.7,27829,The New WorldŒæ
858,4.1,2497,Wing CommanderŒæ
654,5.5,22006,In DreamsŒæ
0,2.7,1100,Dragonball: EvolutionŒæ
24000,6.4,1643,The Last StandŒæ
387,4.8,23352,GodsendŒæ
0,6.1,842,Chasing LibertyŒæ
0,4.8,5393,Hoodwinked Too! Hood vs. EvilŒæ
0,7,11519,An Unfinished LifeŒæ
19000,6.8,11769,The Imaginarium of Doctor ParnassusŒæ
0,7.3,1873,Barney's VersionŒæ
0,8.2,307,TrappedŒæ            
0,5.6,5706,Runner RunnerŒæ
0,6.1,1297,AntitrustŒæ
0,7.9,32930,GloryŒæ
12000,8.4,24719,Once Upon a Time in AmericaŒæ
0,6.5,4253,Dead Man DownŒæ
0,7.1,16252,The Merchant of VeniceŒæ
287,6.6,2759,The Good ThiefŒæ
353,4,21519,SupercrossŒæ
0,7,1518,Miss PotterŒæ
445,5.6,949,The PromiseŒæ
0,4.8,4473,DOA: Dead or AliveŒæ
0,7.5,22516,The Assassination of Jesse James by the Coward Robert FordŒæ
0,6,1887,1911Œæ
0,7.2,545,Little NicholasŒæ
0,5.6,29773,Wild CardŒæ
21000,6.8,19620,Machine Gun PreacherŒæ
885,4.9,3095,Animals UnitedŒæ
0,7.1,143,The Color of FreedomŒæ
0,2,2725,United PassionsŒæ
6000,5.7,2806,Grace of MonacoŒæ
161,4.1,229,A Warrior's TailŒæ
447,6.7,1831,Ripley's GameŒæ
13000,7.5,15795,Sausage PartyŒæ
40000,6.5,13159,Pitch Perfect 2Œæ
11000,7.9,1383,Walk the LineŒæ
12000,7.6,3309,12 MonkeysŒæ            
0,6.4,5404,Keeping the FaithŒæ
0,5.8,2056,The BorrowersŒæ
0,7.7,6161,Frost/NixonŒæ
3000,7.1,810,Confessions of a Dangerous MindŒæ
201,5.3,4169,Serving SaraŒæ
0,5.3,23562,The BossŒæ
0,7.5,18855,Cry FreedomŒæ
209,6.9,17873,MumfordŒæ
0,4.9,2567,Seed of ChuckyŒæ
0,7.1,5085,The JacketŒæ
0,8,52970,AladdinŒæ
76000,7.9,2702,Straight Outta ComptonŒæ
0,7.6,11898,Indiana Jones and the Temple of DoomŒæ
418,5.9,3438,The Rugrats MovieŒæ
0,6.3,17109,Along Came a SpiderŒæ
0,7.1,11534,Florence Foster JenkinsŒæ
0,6.4,46186,Once Upon a Time in MexicoŒæ
25000,8.2,40585,Die HardŒæ
0,6.9,3400,Role ModelsŒæ
99000,7.8,57308,The Big ShortŒæ
0,6.7,1500,Taking WoodstockŒæ
0,7.5,1845,MiracleŒæ
7000,7.4,10438,Dawn of the DeadŒæ
0,5.2,17533,The Wedding PlannerŒæ
0,6.5,386,Harlock: Space PirateŒæ
0,7.6,14609,The Royal TenenbaumsŒæ
11000,7.3,3969,IdentityŒæ
27000,6.6,35694,Last VegasŒæ
2000,6.8,2118,For Your Eyes OnlyŒæ
12000,6.9,37,SerendipityŒæ
0,5.8,2010,TimecopŒæ
0,6.6,34565,ZoolanderŒæ
23000,6.7,1554,Safe HavenŒæ
16000,6.7,1275,Hocus PocusŒæ
0,6.3,3497,No ReservationsŒæ
36000,7.7,2357,Kick-AssŒæ
0,6.1,1987,30 Minutes or LessŒæ
0,4.9,23344,Dracula 2000Œæ
12000,6.2,47677,"Alexander and the Terrible, Horrible, No Good, Very Bad DayŒæ"
17000,7.8,1083,Pride & PrejudiceŒæ
34000,8.2,13877,Blade RunnerŒæ
0,6.9,16125,Rob RoyŒæ
10000,6.2,1286,3 Days to KillŒæ
0,6.9,3681,We Own the NightŒæ
209,4.8,1805,Lost SoulsŒæ
1000,8,66,Winged MigrationŒæ
0,5.3,3211,Just My LuckŒæ
913,6.7,2171,"Mystery, AlaskaŒæ"
0,5.4,3436,The Spy Next DoorŒæ
517,5.4,5535,A Simple WishŒæ
0,4.9,28867,Ghosts of MarsŒæ
0,6.1,3944,Our Brand Is CrisisŒæ
73000,5.8,4710,Pride and Prejudice and ZombiesŒæ
0,7,4,KundunŒæ
0,6.5,858,How to Lose Friends & Alienate PeopleŒæ
36000,6.6,19168,Kick-Ass 2Œæ
0,6.1,11669,Captain Alatriste: The Spanish MusketeerŒæ
0,5.7,25387,Brick MansionsŒæ
0,6.6,1898,OctopussyŒæ
0,7,12874,Knocked UpŒæ
15000,7.4,1775,My Sister's KeeperŒæ
464,5.3,3565,"Welcome Home, Roscoe JenkinsŒæ"
845,7.4,1334,A Passage to IndiaŒæ
0,7.4,646,Notes on a ScandalŒæ
0,6.8,50950,RenditionŒæ
11000,7.9,2707,LimitlessŒæ            
0,7.2,16230,Star Trek VI: The Undiscovered CountryŒæ
0,6,3845,Divine Secrets of the Ya-Ya SisterhoodŒæ
65000,7.8,32921,The Jungle BookŒæ
0,6.6,14322,Kiss the GirlsŒæ
14000,7.9,2566,The Blues BrothersŒæ
894,6.2,3525,The Sisterhood of the Traveling Pants 2Œæ
0,5.7,3389,Joyful NoiseŒæ
0,7.1,74,About a BoyŒæ
2000,5.6,3313,Lake PlacidŒæ
10000,7.8,26451,Lucky Number SlevinŒæ
0,7.9,6341,The Right StuffŒæ
15000,6.9,2452,AnonymousŒæ
21000,7.4,1560,The NeverEnding StoryŒæ
14000,7.7,4696,Dark CityŒæ
0,6.9,6420,The DuchessŒæ
459,8.7,812,The HoneymoonersŒæ            
0,6.7,960,Return to OzŒæ
315,6,11969,The Newton BoysŒæ
0,6.2,15790,Case 39Œæ
817,5.9,1721,Suspect ZeroŒæ
0,6.8,2495,Martian ChildŒæ
0,3.6,4311,Spy Kids: All the Time in the World in 4DŒæ
0,6.7,10894,Money MonsterŒæ
0,6.3,1044,Formula 51Œæ
0,6.4,46022,FlawlessŒæ
2000,6.4,4186,MindhuntersŒæ
845,5.7,71973,What Just HappenedŒæ
188,6.2,3286,The StatementŒæ
359,6.6,24,The Magic FluteŒæ
0,5.2,2954,Paul Blart: Mall CopŒæ
0,6.1,3984,Freaky FridayŒæ
0,7.1,8341,The 40-Year-Old VirginŒæ
0,7.2,1690,Shakespeare in LoveŒæ
15000,6.5,15428,A Walk Among the TombstonesŒæ
0,6,2403,Kindergarten CopŒæ
0,7,15590,Pineapple ExpressŒæ
0,7,2747,Ever After: A Cinderella StoryŒæ
0,7.5,5458,Open RangeŒæ
0,6.6,10493,FlatlinersŒæ
0,8.8,1784,It's Always Sunny in PhiladelphiaŒæ            
0,7.4,669,A Bridge Too FarŒæ
0,6.5,1090,Red EyeŒæ
0,6.2,3172,Final Destination 2Œæ
16000,7.8,3066,"O Brother, Where Art Thou?Œæ"
0,5.2,3889,LegionŒæ
43000,6.5,13573,Pain & GainŒæ
736,6.5,28493,In Good CompanyŒæ
874,5.2,3917,ClockstoppersŒæ
0,7.2,1154,SilveradoŒæ
10000,7.1,42473,BrothersŒæ
167,4.5,3742,Agent Cody Banks 2: Destination LondonŒæ
20000,5.7,23456,New Year's EveŒæ
3000,6,11662,Original SinŒæ
35000,6.4,2356,The RavenŒæ
260,5.2,2466,Welcome to MooseportŒæ
319,4.3,2960,Highlander: The Final DimensionŒæ
145,6.1,2228,Blood and WineŒæ
0,6.3,2170,Snow White: A Tale of TerrorŒæ
826,6.8,12534,The Curse of the Jade ScorpionŒæ
0,4,19068,Accidental LoveŒæ
504,5.2,616,FlipperŒæ
11000,6.5,17847,Self/lessŒæ
0,7.5,1565,The Constant GardenerŒæ
13000,7.1,705,The Passion of the ChristŒæ
0,6.9,52201,Mrs. DoubtfireŒæ
12000,8,12285,Rain ManŒæ
28000,8.2,17347,Gran TorinoŒæ
0,6.4,4264,W.Œæ
29000,7.9,16461,TakenŒæ
19000,6.7,3197,The Best of MeŒæ
0,6.1,2551,The BodyguardŒæ
41000,8.9,15233,Schindler's ListŒæ
75000,8.1,23227,The HelpŒæ
11000,6.2,36337,The Fifth EstateŒæ
567,4.9,7800,Scooby-Doo 2: Monsters UnleashedŒæ
0,5.4,1166,ViyŒæ
3000,5.8,4692,Freddy vs. JasonŒæ
488,4.7,1041,The Face of an AngelŒæ
425,6,2251,Jimmy Neutron: Boy GeniusŒæ
0,7,3958,CloverfieldŒæ
0,6,2501,Teenage Mutant Ninja Turtles II: The Secret of the OozeŒæ
0,7.9,22767,The UntouchablesŒæ
21000,8.1,4738,No Country for Old MenŒæ
0,6.2,2394,Ride AlongŒæ
0,6.7,16999,Bridget Jones's DiaryŒæ
18000,7.3,1323,ChocolatŒæ
660,4.6,3500,"Legally Blonde 2: Red, White & BlondeŒæ"
0,6.1,5740,Parental GuidanceŒæ
24000,6.2,22739,No Strings AttachedŒæ
11000,7.8,4453,TombstoneŒæ
0,6.1,9082,Romeo Must DieŒæ
7000,7.6,673,The OmenŒæ
0,5.8,2420,Final Destination 3Œæ
29000,6.5,1852,The Lucky OneŒæ
6000,7.2,28071,Bridge to TerabithiaŒæ
0,7.8,58823,Finding NeverlandŒæ
0,4.7,3202,A Madea ChristmasŒæ
32000,6.8,16606,The GreyŒæ
0,5.9,23328,Hide and SeekŒæ
0,7.2,656730,Anchorman: The Legend of Ron BurgundyŒæ
25000,8.7,24783,GoodfellasŒæ
542,5,3037,Agent Cody BanksŒæ
