num_critic_for_reviews,num_user_for_reviews,movie_title
417,438,HannaåÊ
9,30,The FamilyåÊ            
59,256,Mortal Kombat: AnnihilationåÊ
218,184,Larry CrowneåÊ
359,371,CarrieåÊ
101,127,Take the LeadåÊ
52,145,EntourageåÊ            
85,134,Gridiron GangåÊ
64,84,What's the Worst That Could Happen?åÊ
263,245,9åÊ
450,274,Side EffectsåÊ
85,154,The Prince and MeåÊ
162,55,Winnie the PoohåÊ
85,267,Dumb and Dumberer: When Harry Met LloydåÊ
110,227,BulworthåÊ
165,104,Get on UpåÊ
64,112,One True ThingåÊ
44,88,VirtuosityåÊ
147,203,My Super Ex-GirlfriendåÊ
242,201,Deliver Us from EvilåÊ
244,215,SanctumåÊ
73,116,Little Black BookåÊ
232,141,The Five-Year EngagementåÊ
63,63,Mr 3000åÊ
239,237,The Next Three DaysåÊ
158,830,UltravioletåÊ
152,220,Assault on Precinct 13åÊ
105,167,The Replacement KillersåÊ
36,29,FledåÊ
181,291,Eight Legged FreaksåÊ
219,215,Love & Other DrugsåÊ
158,262,88 MinutesåÊ
155,214,North CountryåÊ
74,112,The Whole Ten YardsåÊ
368,354,SpliceåÊ
81,269,Howard the DuckåÊ
154,132,Pride and GloryåÊ
140,262,The CaveåÊ
73,105,Alex & EmmaåÊ
98,298,Wicker ParkåÊ
358,242,Fright NightåÊ
222,671,The New WorldåÊ
85,338,Wing CommanderåÊ
62,148,In DreamsåÊ
130,524,Dragonball: EvolutionåÊ
376,258,The Last StandåÊ
130,191,GodsendåÊ
65,129,Chasing LibertyåÊ
77,38,Hoodwinked Too! Hood vs. EvilåÊ
107,152,An Unfinished LifeåÊ
292,210,The Imaginarium of Doctor ParnassusåÊ
193,87,Barney's VersionåÊ
16,19,TrappedåÊ            
184,95,Runner RunneråÊ
123,221,AntitruståÊ
60,365,GloryåÊ
111,495,Once Upon a Time in AmericaåÊ
217,127,Dead Man DownåÊ
117,161,The Merchant of VeniceåÊ
105,103,The Good ThiefåÊ
41,38,SupercrossåÊ
124,142,Miss PotteråÊ
90,132,The PromiseåÊ
110,180,DOA: Dead or AliveåÊ
273,415,The Assassination of Jesse James by the Coward Robert FordåÊ
63,27,1911åÊ
56,17,Little NicholasåÊ
130,114,Wild CardåÊ
134,124,Machine Gun PreacheråÊ
36,44,Animals UnitedåÊ
46,23,The Color of FreedomåÊ
7,22,United PassionsåÊ
132,62,Grace of MonacoåÊ
5,7,A Warrior's TailåÊ
56,108,Ripley's GameåÊ
65,14,Sausage PartyåÊ
221,185,Pitch Perfect 2åÊ
291,815,Walk the LineåÊ
13,56,12 MonkeysåÊ            
148,259,Keeping the FaithåÊ
42,39,The BorrowersåÊ
302,241,Frost/NixonåÊ
181,276,Confessions of a Dangerous MindåÊ
64,101,Serving SaraåÊ
154,96,The BossåÊ
17,51,Cry FreedomåÊ
65,123,MumfordåÊ
148,214,Seed of ChuckyåÊ
161,263,The JacketåÊ
124,244,AladdinåÊ
349,331,Straight Outta ComptonåÊ
148,524,Indiana Jones and the Temple of DoomåÊ
45,67,The Rugrats MovieåÊ
133,317,Along Came a SpideråÊ
87,32,Florence Foster JenkinsåÊ
178,471,Once Upon a Time in MexicoåÊ
233,722,Die HardåÊ
173,170,Role ModelsåÊ
426,374,The Big ShortåÊ
210,71,Taking WoodstockåÊ
129,289,MiracleåÊ
287,1057,Dawn of the DeadåÊ
108,229,The Wedding PlanneråÊ
62,28,Harlock: Space PirateåÊ
220,962,The Royal TenenbaumsåÊ
136,714,IdentityåÊ
222,173,Last VegasåÊ
112,263,For Your Eyes OnlyåÊ
122,374,SerendipityåÊ
62,115,TimecopåÊ
135,523,ZoolanderåÊ
184,160,Safe HavenåÊ
36,132,Hocus PocusåÊ
171,128,No ReservationsåÊ
447,801,Kick-AssåÊ
220,122,30 Minutes or LessåÊ
122,365,Dracula 2000åÊ
119,85,"Alexander and the Terrible, Horrible, No Good, Very Bad DayåÊ"
177,1058,Pride & PrejudiceåÊ
302,1168,Blade RunneråÊ
44,126,Rob RoyåÊ
211,211,3 Days to KillåÊ
222,199,We Own the NightåÊ
100,167,Lost SoulsåÊ
100,153,Winged MigrationåÊ
98,149,Just My LuckåÊ
74,123,"Mystery, AlaskaåÊ"
97,71,The Spy Next DooråÊ
21,21,A Simple WishåÊ
156,460,Ghosts of MarsåÊ
125,50,Our Brand Is CrisisåÊ
225,134,Pride and Prejudice and ZombiesåÊ
85,117,KundunåÊ
135,98,How to Lose Friends & Alienate PeopleåÊ
350,378,Kick-Ass 2åÊ
31,84,Captain Alatriste: The Spanish MusketeeråÊ
177,112,Brick MansionsåÊ
106,225,OctopussyåÊ
251,559,Knocked UpåÊ
148,184,My Sister's KeeperåÊ
76,39,"Welcome Home, Roscoe JenkinsåÊ"
52,89,A Passage to IndiaåÊ
220,281,Notes on a ScandalåÊ
131,197,RenditionåÊ
7,131,LimitlessåÊ            
112,188,Star Trek VI: The Undiscovered CountryåÊ
93,199,Divine Secrets of the Ya-Ya SisterhoodåÊ
370,398,The Jungle BookåÊ
83,143,Kiss the GirlsåÊ
125,319,The Blues BrothersåÊ
73,33,The Sisterhood of the Traveling Pants 2åÊ
98,71,Joyful NoiseåÊ
158,391,About a BoyåÊ
152,366,Lake PlacidåÊ
202,507,Lucky Number SlevinåÊ
80,170,The Right StuffåÊ
288,136,AnonymousåÊ
99,284,The NeverEnding StoryåÊ
222,624,Dark CityåÊ
194,140,The DuchessåÊ
15,31,The HoneymoonersåÊ            
56,208,Return to OzåÊ
63,39,The Newton BoysåÊ
167,174,Case 39åÊ
101,139,Suspect ZeroåÊ
118,71,Martian ChildåÊ
76,83,Spy Kids: All the Time in the World in 4DåÊ
268,103,Money MonsteråÊ
95,167,Formula 51åÊ
78,105,FlawlessåÊ
127,226,MindhuntersåÊ
137,111,What Just HappenedåÊ
54,52,The StatementåÊ
38,19,The Magic FluteåÊ
167,201,Paul Blart: Mall CopåÊ
129,271,Freaky FridayåÊ
217,546,The 40-Year-Old VirginåÊ
134,752,Shakespeare in LoveåÊ
253,207,A Walk Among the TombstonesåÊ
46,109,Kindergarten CopåÊ
232,374,Pineapple ExpressåÊ
92,345,Ever After: A Cinderella StoryåÊ
153,494,Open RangeåÊ
49,148,FlatlinersåÊ
79,151,It's Always Sunny in PhiladelphiaåÊ            
56,210,A Bridge Too FaråÊ
224,673,Red EyeåÊ
175,472,Final Destination 2åÊ
197,862,"O Brother, Where Art Thou?åÊ"
226,315,LegionåÊ
335,287,Pain & GainåÊ
157,214,In Good CompanyåÊ
69,94,ClockstoppersåÊ
46,149,SilveradoåÊ
217,201,BrothersåÊ
55,44,Agent Cody Banks 2: Destination LondonåÊ
200,134,New Year's EveåÊ
93,181,Original SinåÊ
265,190,The RavenåÊ
82,95,Welcome to MooseportåÊ
32,79,Highlander: The Final DimensionåÊ
42,55,Blood and WineåÊ
22,69,Snow White: A Tale of TerroråÊ
116,178,The Curse of the Jade ScorpionåÊ
56,28,Accidental LoveåÊ
23,26,FlipperåÊ
178,126,Self/lessåÊ
226,568,The Constant GardeneråÊ
406,2814,The Passion of the ChriståÊ
57,223,Mrs. DoubtfireåÊ
100,331,Rain ManåÊ
366,871,Gran TorinoåÊ
242,320,W.åÊ
309,974,TakenåÊ
85,99,The Best of MeåÊ
48,126,The BodyguardåÊ
174,1273,Schindler's ListåÊ
373,460,The HelpåÊ
224,105,The Fifth EstateåÊ
94,149,Scooby-Doo 2: Monsters UnleashedåÊ
25,18,ViyåÊ
273,885,Freddy vs. JasonåÊ
78,25,The Face of an AngelåÊ
66,118,Jimmy Neutron: Boy GeniusåÊ
459,2192,CloverfieldåÊ
68,93,Teenage Mutant Ninja Turtles II: The Secret of the OozeåÊ
123,418,The UntouchablesåÊ
488,1518,No Country for Old MenåÊ
146,109,Ride AlongåÊ
168,571,Bridget Jones's DiaryåÊ
152,498,ChocolatåÊ
133,297,"Legally Blonde 2: Red, White & BlondeåÊ"
139,107,Parental GuidanceåÊ
245,178,No Strings AttachedåÊ
84,439,TombstoneåÊ
70,365,Romeo Must DieåÊ
154,310,The OmenåÊ
216,571,Final Destination 3åÊ
170,106,The Lucky OneåÊ
181,522,Bridge to TerabithiaåÊ
226,632,Finding NeverlandåÊ
24,27,A Madea ChristmasåÊ
408,755,The GreyåÊ
180,450,Hide and SeekåÊ
181,577,Anchorman: The Legend of Ron BurgundyåÊ
192,989,GoodfellasåÊ
79,104,Agent Cody BanksåÊ
128,181,Nanny McPheeåÊ
147,851,ScarfaceåÊ
49,92,Nothing to LoseåÊ
75,133,The Last EmperoråÊ
270,161,ContrabandåÊ
29,41,Money TalksåÊ
398,1107,There Will Be BloodåÊ
38,33,The Wild Thornberrys MovieåÊ
45,35,Rugrats Go WildåÊ
81,179,Undercover BrotheråÊ
88,223,The Sisterhood of the Traveling PantsåÊ
116,254,Kiss of the DragonåÊ
129,126,The House BunnyåÊ
72,59,Beauty ShopåÊ
151,96,Million Dollar ArmåÊ
198,260,The GiveråÊ
66,194,What a Girl WantsåÊ
167,316,Jeepers Creepers IIåÊ
127,150,Good Luck ChuckåÊ
109,185,Cradle 2 the GraveåÊ
174,660,The HoursåÊ
91,261,She's the ManåÊ
151,235,Mr. Bean's HolidayåÊ
94,144,Anacondas: The Hunt for the Blood OrchidåÊ
91,41,Blood TiesåÊ
148,364,August RushåÊ
141,409,ElizabethåÊ
114,292,Bride of ChuckyåÊ
79,159,Tora! Tora! Tora!åÊ
33,261,Spice WorldåÊ
146,114,The SitteråÊ
83,50,Dance FlickåÊ
199,4144,The Shawshank RedemptionåÊ
71,119,Crocodile Dundee in Los AngelesåÊ
62,185,KingpinåÊ
175,145,The GambleråÊ
322,285,August: Osage CountyåÊ
67,81,Ice PrincessåÊ
112,161,A Lot Like LoveåÊ
216,119,Eddie the EagleåÊ
48,109,He Got GameåÊ
44,117,Don Juan DeMarcoåÊ
12,12,Shaun the SheepåÊ            
162,186,Dear JohnåÊ
213,165,The LosersåÊ
298,250,Don't Be Afraid of the DarkåÊ
119,166,WaråÊ
251,888,Punch-Drunk LoveåÊ
92,316,EuroTripåÊ
58,132,Half Past DeadåÊ
73,56,Unaccompanied MinorsåÊ
28,37,"Bright Lights, Big CityåÊ"
19,22,The Adventures of PinocchioåÊ
86,106,The Greatest Game Ever PlayedåÊ
287,376,The BoxåÊ
233,351,The RuinsåÊ
86,162,The Next Best ThingåÊ
160,136,My Soul to TakeåÊ
126,513,The Girl Next DooråÊ
50,68,Maximum RiskåÊ
52,92,Stealing HarvardåÊ
260,174,LegendåÊ
111,149,Hot RodåÊ
231,130,Shark Night 3DåÊ
99,163,Angela's AshesåÊ
159,113,Draft DayåÊ
159,189,LifeforceåÊ
7,60,The Powerpuff GirlsåÊ            
199,135,The ConspiratoråÊ
119,194,Lords of DogtownåÊ
120,56,The 33åÊ
180,331,Big Trouble in Little ChinaåÊ
58,11,A Perfect PlanåÊ
317,514,WarrioråÊ
44,93,Michael CollinsåÊ
22,256,GettysburgåÊ
143,99,Stop-LossåÊ
72,157,AbandonåÊ
70,187,Brokedown PalaceåÊ
264,162,The PossessionåÊ
20,50,Mrs. WinterbourneåÊ
190,140,Straw DogsåÊ
142,74,The HoaxåÊ
27,62,Stone ColdåÊ
355,504,The RoadåÊ
21,52,SheenaåÊ
31,26,UnderclassmanåÊ
87,91,Say It Isn't SoåÊ
126,251,The World's Fastest IndianåÊ
285,1033,Snakes on a PlaneåÊ
60,173,Tank GirlåÊ
23,20,King's RansomåÊ
229,300,BlindnessåÊ
143,471,BloodRayneåÊ
376,181,CarnageåÊ
97,128,Where the Truth LiesåÊ
73,35,Cirque du Soleil: Worlds AwayåÊ
28,57,Without LimitsåÊ
160,69,Me and Orson WellesåÊ
124,131,The Best OfferåÊ
280,212,Bad Lieutenant: Port of Call New OrleansåÊ
56,22,A Turtle's Tale: Sammy's AdventuresåÊ
118,48,Little White LiesåÊ
49,17,Love RanchåÊ
4,24,The True Story of Puss'N BootsåÊ
16,8,Space DogsåÊ
336,431,The CounseloråÊ
91,103,IroncladåÊ
16,76,WaterlooåÊ
65,26,Kung Fu KilleråÊ
7,11,Red SkyåÊ
51,143,Dangerous LiaisonsåÊ
252,128,On the RoadåÊ
106,219,Star Trek IV: The Voyage HomeåÊ
285,962,Rocky BalboaåÊ
163,163,Point BreakåÊ
195,488,Scream 2åÊ
123,56,Jane Got a GunåÊ
52,38,Think Like a Man TooåÊ
129,318,The Whole Nine YardsåÊ
60,113,FootlooseåÊ
123,404,Old SchoolåÊ
84,170,The Fisher KingåÊ
125,418,I Still Know What You Did Last SummeråÊ
106,275,Return to MeåÊ
247,243,Zack and Miri Make a PornoåÊ
156,263,Nurse BettyåÊ
271,268,The Men Who Stare at GoatsåÊ
45,50,Double TakeåÊ
133,385,"Girl, InterruptedåÊ"
84,140,Win a Date with Tad Hamilton!åÊ
70,100,Muppets from SpaceåÊ
32,150,The WizåÊ
51,101,Ready to RumbleåÊ
73,59,Play It to the BoneåÊ
169,68,I Don't Know How She Does ItåÊ
365,374,Piranha 3DåÊ
113,248,Beyond the SeaåÊ
18,37,Meet the DeedlesåÊ
10,47,The Princess and the CobbleråÊ
16,50,The Bridge of San Luis ReyåÊ
196,157,FasteråÊ
212,330,Howl's Moving CastleåÊ
445,553,ZombielandåÊ
446,2618,King KongåÊ
108,300,The WaterboyåÊ
223,900,Star Wars: Episode V - The Empire Strikes BackåÊ
63,203,Bad BoysåÊ
43,87,The Naked Gun 2å_: The Smell of FearåÊ
211,674,Final DestinationåÊ
421,288,The Ides of MarchåÊ
214,805,Pitch BlackåÊ
92,167,Someone Like You...åÊ
574,748,HeråÊ
216,119,Eddie the EagleåÊ
140,339,Joy RideåÊ
28,32,The Adventurer: The Curse of the Midas BoxåÊ
36,103,Anywhere But HereåÊ
65,129,Chasing LibertyåÊ
53,47,The CrewåÊ
394,397,HaywireåÊ
80,383,Jaws: The RevengeåÊ
45,71,Marvin's RoomåÊ
47,19,The LongshotsåÊ
90,165,The End of the AffairåÊ
30,81,Harley Davidson and the Marlboro ManåÊ
232,224,In the Valley of ElahåÊ
165,65,Coco Before ChanelåÊ
45,49,ForsakenåÊ
155,43,ChÌ©riåÊ
6,23,RogueåÊ            
118,148,Vanity FairåÊ
55,33,Bodyguards and AssassinsåÊ
314,580,1408åÊ
103,273,SpaceballsåÊ
183,185,The Water DivineråÊ
77,252,GhoståÊ
171,611,There's Something About MaryåÊ
64,111,The Santa ClauseåÊ
92,174,The RookieåÊ
112,83,The Game PlanåÊ
69,192,The Bridges of Madison CountyåÊ
75,132,The AnimalåÊ
95,256,GandhiåÊ
180,185,The Hundred-Foot JourneyåÊ
53,166,The NetåÊ
129,431,I Am SamåÊ
61,174,Son of GodåÊ
226,806,UnderworldåÊ
116,375,DerailedåÊ
248,175,The Informant!åÊ
23,87,ShadowlandsåÊ
98,166,Deuce Bigalow: European GigoloåÊ
168,95,Delivery ManåÊ
159,91,Victor FrankensteinåÊ
134,21,Our Kind of TraitoråÊ
97,201,Saving SilvermanåÊ
88,35,Diary of a Wimpy Kid: Dog DaysåÊ
85,354,Summer of SamåÊ
181,867,Jay and Silent Bob Strike BackåÊ
257,899,The IslandåÊ
95,200,The Glass HouseåÊ
423,302,"Hail, Caesar!åÊ"
93,242,Josie and the PussycatsåÊ
203,154,HomefrontåÊ
38,38,The Little VampireåÊ
183,381,I Heart HuckabeesåÊ
75,180,RoboCop 3åÊ
18,111,Megiddo: The Omega Code 2åÊ
22,50,Darling LiliåÊ
41,77,Dudley Do-RightåÊ
148,121,The Transporter RefueledåÊ
111,260,The LibertineåÊ
231,232,Black BookåÊ
115,147,Joyeux NoelåÊ
176,104,Hit and RunåÊ
98,54,Mad MoneyåÊ
149,105,Before I Go to SleepåÊ
84,116,SorcereråÊ
138,135,StoneåÊ
78,27,MoliÌ¬reåÊ
288,231,Out of the FurnaceåÊ
299,363,Michael ClaytonåÊ
27,71,My Fellow AmericansåÊ
155,591,Arlington RoadåÊ
82,22,UnderdogsåÊ
275,163,To Rome with LoveåÊ
43,98,FirefoxåÊ
163,928,South Park: Bigger Longer & UncutåÊ
168,199,Death at a FuneralåÊ
60,87,Teenage Mutant Ninja Turtles IIIåÊ
85,131,HardballåÊ
539,692,Silver Linings PlaybookåÊ
84,235,Freedom WritersåÊ
75,73,For Colored GirlsåÊ
171,460,The TransporteråÊ
140,184,Never Back DownåÊ
85,253,The Rage: Carrie 2åÊ
5,33,The BacheloråÊ            
217,115,Away We GoåÊ
131,79,Swing VoteåÊ
111,147,Moonlight MileåÊ
466,517,Tinker Tailor Soldier SpyåÊ
16,40,MollyåÊ
276,148,The BeaveråÊ
11,48,The Best Little Whorehouse in TexasåÊ
196,527,eXistenZåÊ
234,771,Raiders of the Lost ArkåÊ
37,189,Home Alone 2: Lost in New YorkåÊ
171,339,Close Encounters of the Third KindåÊ
148,258,PulseåÊ
50,95,Beverly Hills Cop IIåÊ
121,236,Bringing Down the HouseåÊ
185,916,The Silence of the LambsåÊ
61,176,Wayne's WorldåÊ
156,81,Jackass 3DåÊ
75,265,Jaws 2åÊ
100,99,Beverly Hills ChihuahuaåÊ
511,807,The ConjuringåÊ
75,149,Are We There Yet?åÊ
148,144,TammyåÊ
253,491,DisturbiaåÊ
204,479,School of RockåÊ
72,283,Mortal KombatåÊ
98,298,Wicker ParkåÊ
62,251,White ChicksåÊ
549,439,The DescendantsåÊ
106,331,HolesåÊ
123,185,The Last SongåÊ
597,695,12 Years a SlaveåÊ
64,185,DrumlineåÊ
40,68,Why Did I Get Married Too?åÊ
111,588,Edward ScissorhandsåÊ
151,130,Me Before YouåÊ
31,50,Madea's Witness ProtectionåÊ
138,280,The French ConnectionåÊ
81,46,Bad MomsåÊ
99,613,Date MovieåÊ
80,79,Return to Never LandåÊ
364,212,SelmaåÊ
85,58,The Jungle Book 2åÊ
140,389,BoogeymanåÊ
184,337,PremonitionåÊ
89,53,The Tigger MovieåÊ
265,383,OrphanåÊ
61,87,MaxåÊ
3,20,Meet the BrownsåÊ            
112,666,Epic MovieåÊ
166,337,Conan the BarbarianåÊ
474,409,SpotlightåÊ
165,135,Lakeview TerraceåÊ
131,284,The Grudge 2åÊ
29,51,How Stella Got Her Groove BackåÊ
43,117,Bill & Ted's Bogus JourneyåÊ
111,236,Man of the YearåÊ
90,230,The Black HoleåÊ
333,463,The AmericanåÊ
37,155,SelenaåÊ
122,187,Vampires SuckåÊ
285,908,BabelåÊ
156,145,This Is Where I Leave YouåÊ
293,321,DoubtåÊ
233,700,Team America: World PoliceåÊ
282,255,Texas Chainsaw 3DåÊ
57,140,CopycatåÊ
153,177,Scary Movie 5åÊ
20,106,Paint Your WagonåÊ
324,281,MilkåÊ
122,117,RisenåÊ
156,474,Ghost ShipåÊ
161,93,A Very Harold & Kumar 3D ChristmasåÊ
69,389,Wild ThingsåÊ
121,119,The StepfatheråÊ
258,165,The DebtåÊ
174,602,High FidelityåÊ
141,189,One Missed CallåÊ
31,77,Eye for an EyeåÊ
222,189,The Bank JobåÊ
273,1514,Eternal Sunshine of the Spotless MindåÊ
91,136,You AgainåÊ
190,189,Street KingsåÊ
427,401,The World's EndåÊ
93,102,Nancy DrewåÊ
292,281,DaybreakersåÊ
180,131,She's Out of My LeagueåÊ
94,44,Monte CarloåÊ
112,281,Stay AliveåÊ
20,97,Quigley Down UnderåÊ
84,84,Alpha and OmegaåÊ
120,334,The CovenantåÊ
90,124,Stick ItåÊ
103,37,ShortsåÊ
59,162,To Die ForåÊ
86,35,NerveåÊ
190,202,AppaloosaåÊ
114,403,VampiresåÊ
6,51,Yu-Gi-Oh! Duel MonstersåÊ            
290,1040,PsychoåÊ
80,100,My Best Friend's GirlåÊ
98,76,Endless LoveåÊ
88,125,Georgia RuleåÊ
13,34,Under the RainbowåÊ
52,185,LadyhawkeåÊ
60,219,Simon BirchåÊ
154,231,Reign Over MeåÊ
274,760,Into the WildåÊ
110,97,School for ScoundrelsåÊ
173,220,Silent Hill: Revelation 3DåÊ
165,592,From Dusk Till DawnåÊ
45,32,Pooh's Heffalump MovieåÊ
45,76,Home for the HolidaysåÊ
377,354,Kung Fu HustleåÊ
,6,Fired UpåÊ            
43,75,The Country BearsåÊ
201,230,The Kite RunneråÊ
192,559,21 GramsåÊ
77,138,PaparazziåÊ
350,1535,TwilightåÊ
81,92,A Guy ThingåÊ
81,158,LoseråÊ
222,188,Capitalism: A Love StoryåÊ
27,100,The Greatest Story Ever ToldåÊ
155,81,Secret in Their EyesåÊ
111,359,Disaster MovieåÊ
107,110,ArmoredåÊ
34,100,The Man Who Knew Too LittleåÊ
151,91,What's Your Number?åÊ
289,236,LockoutåÊ
76,176,EnvyåÊ
150,223,Crank: High VoltageåÊ
67,86,Bullets Over BroadwayåÊ
36,177,One Night with the KingåÊ
149,199,The Quiet AmericanåÊ
156,316,The Weather ManåÊ
64,88,UndisputedåÊ
210,147,Ghost TownåÊ
113,113,12 RoundsåÊ
390,366,Let Me InåÊ
5,26,3 Ninjas Kick BackåÊ
248,235,Be Kind RewindåÊ
137,180,Mrs Henderson PresentsåÊ
214,106,Triple 9åÊ
104,131,Deconstructing HarryåÊ
81,121,Three to TangoåÊ
175,129,BurntåÊ
20,42,We're No AngelsåÊ
69,140,Everyone Says I Love YouåÊ
168,199,Death at a FuneralåÊ
166,299,Death SentenceåÊ
160,117,Everybody's FineåÊ
32,129,Superbabies: Baby Geniuses 2åÊ
72,76,The ManåÊ
53,26,Code Name: The CleaneråÊ
76,117,Connie and CarlaåÊ
15,64,Sweet CharityåÊ
401,242,Inherent ViceåÊ
31,114,DoogalåÊ
65,25,Battle of the YearåÊ
26,29,PerceptionåÊ            
45,205,An American CarolåÊ
260,164,Machete KillsåÊ
129,213,WillardåÊ
58,120,Strange WildernessåÊ
103,202,Topsy-TurvyåÊ
45,122,Little BoyåÊ
345,190,A Dangerous MethodåÊ
232,293,A Scanner DarklyåÊ
116,75,Chasing MavericksåÊ
148,521,Alone in the DarkåÊ
79,39,BandslamåÊ
167,361,BirthåÊ
350,180,A Most Violent YearåÊ
25,102,PasschendaeleåÊ
99,45,Flash of GeniusåÊ
231,230,I'm Not There.åÊ
119,113,The Cold Light of DayåÊ
182,105,The Brothers BloomåÊ
245,274,"Synecdoche, New YorkåÊ"
174,570,Princess MononokeåÊ
69,53,Bon voyageåÊ
26,74,Can't Stop the MusicåÊ
168,232,The PropositionåÊ
27,20,CourageåÊ
28,66,Marci XåÊ
146,1137,EquilibriumåÊ
67,33,The Children of Huang ShiåÊ
93,138,The YardsåÊ
28,83,The Oogieloves in the Big Balloon AdventureåÊ
131,61,By the SeaåÊ
105,79,SteamboyåÊ
21,46,The Game of Their LivesåÊ
140,67,All Good ThingsåÊ
9,25,Rapa NuiåÊ
83,66,CJ7åÊ
8,16,Les couloirs du temps: Les visiteurs IIåÊ
138,75,Dylan Dog: Dead of NightåÊ
42,81,People I KnowåÊ
,,The Doombolt ChaseåÊ            
92,36,The TempeståÊ
140,62,RegressionåÊ
,,The TouchåÊ
29,29,Three Kingdoms: Resurrection of the DragonåÊ
29,118,ShatteredåÊ
39,11,ZambeziaåÊ
2,1,RamanujanåÊ
2,3,Dwegons and LeprechaunsåÊ
,1,Hands of StoneåÊ
64,101,SurvivoråÊ
120,133,The Frozen GroundåÊ
143,220,The Painted VeilåÊ
160,110,The Baader Meinhof ComplexåÊ
92,382,Dances with WolvesåÊ
286,296,Bad TeacheråÊ
43,112,Sea of LoveåÊ
69,232,A Cinderella StoryåÊ
242,869,ScreamåÊ
149,478,Thir13en GhostsåÊ
253,1320,The ShiningåÊ
198,809,Back to the FutureåÊ
147,536,House on Haunted HillåÊ
36,59,I Can Do Bad All by MyselfåÊ
6,6,Fight ValleyåÊ
181,120,The SwitchåÊ
97,205,Just MarriedåÊ
167,125,The Devil's DoubleåÊ
,,"Gone, Baby, GoneåÊ            "
47,119,Thomas and the Magic RailroadåÊ
308,251,The CraziesåÊ
246,902,Spirited AwayåÊ
23,12,FirestormåÊ
29,95,The BountyåÊ
252,236,The Book ThiefåÊ
102,103,Sex DriveåÊ
134,181,Leap YearåÊ
30,91,The Fall of the Roman EmpireåÊ
136,83,Take Me Home TonightåÊ
102,37,Won't Back DownåÊ
10,15,The NutcrackeråÊ
31,44,Kansas CityåÊ
63,3,IndignationåÊ
220,518,The Amityville HorroråÊ
241,710,Adaptation.åÊ
252,662,Land of the DeadåÊ
23,4,Out of InfernoåÊ
156,648,Fear and Loathing in Las VegasåÊ
192,287,The Invention of LyingåÊ
351,397,NeighborsåÊ
57,213,The MaskåÊ
99,204,BigåÊ
343,1198,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of KazakhstanåÊ
163,548,Legally BlondeåÊ
110,192,Star Trek III: The Search for SpockåÊ
233,522,The Exorcism of Emily RoseåÊ
91,202,Deuce Bigalow: Male GigoloåÊ
169,374,Left BehindåÊ
142,475,The Family StoneåÊ
50,69,Barbershop 2: Back in BusinessåÊ
195,485,Bad SantaåÊ
129,425,Austin Powers: International Man of MysteryåÊ
156,103,My Big Fat Greek Wedding 2åÊ
103,45,Diary of a Wimpy Kid: Rodrick RulesåÊ
217,629,PredatoråÊ
134,549,AmadeusåÊ
146,260,Prom NightåÊ
159,554,Mean GirlsåÊ
111,317,Under the Tuscan SunåÊ
187,651,Gosford ParkåÊ
20,281,The O.C.åÊ            
44,96,Peggy Sue Got MarriedåÊ
588,1101,Birdman or (The Unexpected Virtue of Ignorance)åÊ
415,384,Blue JasmineåÊ
279,828,United 93åÊ
97,144,HoneyåÊ
60,365,GloryåÊ
27,76,Spy HardåÊ
212,335,The FogåÊ
110,114,Soul SurferåÊ
45,124,Catch-22åÊ
190,248,Observe and ReportåÊ
77,109,Conan the DestroyeråÊ
151,494,Raging BullåÊ
111,77,Love HappensåÊ
64,86,Young Sherlock HolmesåÊ
134,82,FameåÊ
450,440,127 HoursåÊ
128,192,Small Time CrooksåÊ
68,210,Center StageåÊ
97,68,Love the CoopersåÊ
54,49,Catch That KidåÊ
99,359,Life as a HouseåÊ
412,307,Steve JobsåÊ
107,80,"I Love You, Beth CooperåÊ"
192,105,Youth in RevoltåÊ
25,41,The Legend of the Lone RangeråÊ
104,213,The Tailor of PanamaåÊ
120,149,Blow OutåÊ
146,109,GetawayåÊ
124,287,The Ice StormåÊ
107,48,And So It GoesåÊ
11,35,Troop Beverly HillsåÊ
93,112,Being JuliaåÊ
38,118,9å_ WeeksåÊ
60,102,DragonslayeråÊ
184,82,The Last StationåÊ
148,420,Ed WoodåÊ
217,111,Labor DayåÊ
160,165,Mongol: The Rise of Genghis KhanåÊ
209,192,RocknRollaåÊ
40,54,MegaforceåÊ
85,224,HamletåÊ
83,53,Mao's Last DanceråÊ
263,156,Midnight SpecialåÊ
128,155,Anything ElseåÊ
186,119,The Railway ManåÊ
14,44,UnforgettableåÊ            
292,193,The White RibbonåÊ
15,6,RestorationåÊ
70,100,The WraithåÊ
79,180,The Salton SeaåÊ
103,56,Metallica Through the NeveråÊ
97,93,The InformersåÊ
108,36,CarlosåÊ            
59,20,I Come with the RainåÊ
10,42,One Man's HeroåÊ
184,419,Day of the DeadåÊ
23,50,I Am WrathåÊ
112,90,RenaissanceåÊ
45,49,ForsakenåÊ
59,95,Red SonjaåÊ
195,140,Red LightsåÊ
256,555,SuperbadåÊ
44,45,Madea Goes to JailåÊ
59,34,WolvesåÊ
97,108,Step Up 2: The StreetsåÊ
142,247,Hoodwinked!åÊ
187,609,Hotel RwandaåÊ
193,376,HitmanåÊ
40,17,Black NativityåÊ
46,101,The PrinceåÊ
38,67,City of GhostsåÊ
239,1109,The OthersåÊ
250,1076,AliensåÊ
82,258,My Fair LadyåÊ
140,419,I Know What You Did Last SummeråÊ
