budget,imdb_score,duration,movie_title
40000000,6.4,113,Grudge Matchξ
553632000,7.4,150,Red Cliffξ
38000000,6.1,108,Sweet Home Alabamaξ
38000000,6.5,96,The Ugly Truthξ
39000000,5.7,93,Sgt. Bilkoξ
38000000,5.1,100,Spy Kids 2: Island of Lost Dreamsξ
35000000,6.6,118,Star Trek: Generationsξ
38600000,6.5,122,The Grandmasterξ
38000000,6.9,120,Water for Elephantsξ
,7.8,60,3rd Rock from the Sunξ            
40000000,6.4,88,Dragon Nest: Warriors' Dawnξ
38000000,7.6,146,The Hurricaneξ
38000000,5.6,115,Enoughξ
35000000,6.2,123,Heartbreakersξ
30000000,4.4,94,Paul Blart: Mall Cop 2ξ
38000000,5.6,102,Angel Eyesξ
38000000,5.5,98,Joe Somebodyξ
38000000,6.7,133,The Ninth Gateξ
38000000,6.1,118,Extreme Measuresξ
57000000,6.2,105,Rock Starξ
10000000,7.3,109,Preciousξ
38000000,6.6,129,White Squallξ
15000000,8.2,109,The Thingξ
38000000,6.4,127,Riddickξ
37000000,6.4,118,Switchbackξ
38000000,5.2,110,Texas Rangersξ
55000000,6.5,90,City of Emberξ
32000000,7.1,144,The Masterξ
38000000,4.8,97,Virgin Territoryξ
40000000,7.3,130,The Expressξ
38000000,5.2,112,The 5th Waveξ
35000000,7.7,133,Creedξ
37000000,7.6,150,The Townξ
40000000,5.7,110,What to Expect When You're Expectingξ
37000000,7,96,Burn After Readingξ
37000000,6,96,Nim's Islandξ
38000000,8.1,123,Rushξ
37000000,8,188,Magnoliaξ
37000000,5.6,107,Cop Outξ
38000000,6.1,110,How to Be Singleξ
37000000,6.9,113,Dolphin Taleξ
37000000,5.2,122,Twilightξ
36000000,7,116,John Qξ
65000000,6.3,93,Blue Streakξ
37000000,7,118,We're the Millersξ
29500000,5.3,115,Obitaemyy ostrovξ
36000000,6.9,93,Breakdownξ
36000000,6.2,121,Never Say Never Againξ
36000000,6.4,101,Hot Tub Time Machineξ
36000000,6.4,107,Dolphin Tale 2ξ
34000000,5.7,124,Reindeer Gamesξ
36000000,6.1,109,A Man Apartξ
37000000,5.4,105,Alohaξ
36000000,6.7,130,Ghosts of Mississippiξ
36000000,6.8,127,Snow Falling on Cedarsξ
37000000,6,114,The Riteξ
36000000,7.8,106,Gattacaξ
36000000,5.3,95,Isn't She Greatξ
37000000,4.5,81,Space Chimpsξ
35200000,5.4,95,Head of Stateξ
35000000,7.8,108,The Hangoverξ
36000000,7.2,105,Ip Man 3ξ
33000000,6.6,95,Austin Powers: The Spy Who Shagged Meξ
35000000,7.6,126,Batmanξ
36000000,5.9,102,There Be Dragonsξ
35000000,6.7,121,Lethal Weapon 3ξ
29000000,7.7,129,The Blind Sideξ
,5.8,43,Rush Hourξ            
35000000,5.4,88,Spy Kidsξ
35000000,6.9,106,Horrible Bossesξ
38000000,7.7,110,True Gritξ
35000000,6.8,109,The Devil Wears Pradaξ
35000000,6.4,143,Star Trek: The Motion Pictureξ
35000000,5.7,120,Identity Thiefξ
35000000,7.3,128,Cape Fearξ
35000000,6.8,123,21ξ
35000000,6.3,129,Trainwreckξ
35000000,5.9,105,Guess Whoξ
27000000,7.4,162,The English Patientξ
35000000,8.3,138,L.A. Confidentialξ
35000000,6.2,100,Sky Highξ
35000000,6.3,90,In & Outξ
35000000,5.8,108,Speciesξ
1800000,7.5,101,A Nightmare on Elm Streetξ
33000000,6.3,109,The Cellξ
35000000,6.4,132,The Man in the Iron Maskξ
35000000,7.2,123,Secretariatξ
34000000,6.3,87,TMNTξ
35000000,6.9,109,Radioξ
35000000,6.6,109,Friends with Benefitsξ
35000000,6,92,Neighbors 2: Sorority Risingξ
35000000,7.5,125,Saving Mr. Banksξ
33000000,7.7,202,Malcolm Xξ
35000000,6.2,134,This Is 40ξ
35000000,5.4,88,Old Dogsξ
35000000,6.6,92,Underworld: Rise of the Lycansξ
35000000,5.3,91,License to Wedξ
33000000,5.6,75,The Benchwarmersξ
30000000,5.9,98,Must Love Dogsξ
35000000,7.8,147,Donnie Brascoξ
33000000,6.7,100,Resident Evilξ
10700000,7.4,120,Poltergeistξ
35000000,6.2,104,The Ladykillersξ
35000000,5.4,103,Max Payneξ
40000000,6.7,109,In Timeξ
35000000,5.3,104,The Back-up Planξ
35000000,5.9,112,Something Borrowedξ
,7,60,Hit the Floorξ            
50000000,4.8,95,Black Knightξ
,7.3,102,The Bad News Bearsξ
35000000,3.8,102,Street Fighterξ
35000000,8.5,150,The Pianistξ
35000000,6.8,122,From Hellξ
30000000,6.8,101,The Nativity Storyξ
30000000,5.3,108,House of Waxξ
27000000,7.3,98,Closerξ
35000000,6.6,137,J. Edgarξ
35000000,6.2,112,Mirrorsξ
35000000,5.2,101,Queen of the Damnedξ
35000000,6.2,103,Predator 2ξ
35000000,6.2,101,Untraceableξ
35000000,6.6,112,Blast from the Pastξ
20000000,6.4,111,Flash Gordonξ
35000000,6.2,102,Jersey Girlξ
35000000,5.1,101,Alex Crossξ
30000000,6.6,155,Midnight in the Garden of Good and Evilξ
19000000,6.1,93,Heistξ
35000000,6.1,109,Nanny McPhee Returnsξ
35000000,6.6,140,Hoffaξ
30000000,5.9,108,The X Files: I Want to Believeξ
35000000,6.3,96,Ella Enchantedξ
35000000,7.1,123,Concussionξ
35000000,5,106,Abductionξ
35000000,5.6,76,Valiantξ
55000000,7.4,107,Wonder Boysξ
35000000,4.5,82,Superhero Movieξ
35000000,6.2,109,Broken Cityξ
35000000,5,99,Cursedξ
35000000,6.5,91,Premium Rushξ
35000000,5.1,87,Hot Pursuitξ
35000000,6.5,125,The Four Feathersξ
35000000,6.2,118,Parkerξ
31000000,6.3,98,Wimbledonξ
35000000,3.8,92,Furry Vengeanceξ
30000000,5.2,93,Baitξ
27000000,6,116,Krullξ
35000000,6.2,92,Lions for Lambsξ
35000000,5.7,115,Flight of the Intruderξ
35000000,6.7,120,Walk Hard: The Dewey Cox Storyξ
35000000,6.8,111,The Shipping Newsξ
35000000,6,94,American Outlawsξ
35000000,7.3,100,The Young Victoriaξ
35000000,5.5,101,Whiteoutξ
32000000,6.7,139,The Tree of Lifeξ
35000000,4.8,91,Knock Offξ
35000000,5.7,109,Sabotageξ
38000000,5.1,102,The Orderξ
35000000,6,103,Punisher: War Zoneξ
35000000,4.2,83,Zoomξ
35000000,7.4,123,The Walkξ
35000000,4.6,101,Warriors of Virtueξ
35000000,6.9,117,A Good Yearξ
,8.6,60,Lutherξ            
35000000,6.9,114,Radio Flyerξ
35000000,8,330,"Blood In, Blood Outξ"
35000000,6.4,121,Smilla's Sense of Snowξ
35000000,6.3,114,Femme Fataleξ
35000000,8.4,156,Lion of the Desertξ
,7.1,135,The Horseman on the Roofξ
35000000,6.8,148,Ride with the Devilξ
,7.5,148,Biutifulξ
,4.5,109,The Loversξ
32000000,5.7,93,Bandidasξ
23000000,7.2,,Black Water Transitξ
34000000,6.8,113,The Maze Runnerξ
35000000,5.4,91,Unfinished Businessξ
30000000,7.2,139,The Age of Innocenceξ
35000000,7.3,96,The Fountainξ
34000000,5.2,102,Chill Factorξ
35000000,5.5,96,Stolenξ
34000000,7.7,101,Ponyoξ
34000000,7.1,128,The Longest Rideξ
34000000,5.3,109,The Astronaut's Wifeξ
34000000,5.6,114,I Dreamed of Africaξ
35000000,5.7,105,Playing for Keepsξ
35000000,7.1,141,Mandela: Long Walk to Freedomξ
35000000,7.5,195,Redsξ
40000000,7.6,138,A Few Good Menξ
33000000,5.5,101,Exit Woundsξ
30000000,5.1,99,Big Momma's Houseξ
34000000,6.3,85,Thunder and the House of Magicξ
30000000,4.9,89,The Darkest Hourξ
33000000,6.5,99,Step Up Revolutionξ
33000000,5.6,105,Snakes on a Planeξ
33000000,5.3,97,The Watcherξ
33000000,6.5,140,The Punisherξ
10000000,6.8,118,Goal! The Dream Beginsξ
30000000,6.5,94,Safeξ
38000000,6,124,Pushing Tinξ
32500000,8.4,134,Star Wars: Episode VI - Return of the Jediξ
30000000,6,113,Doomsdayξ
32000000,7.6,124,The Readerξ
,5.6,98,Wanderlustξ
33000000,6.9,97,Elfξ
32000000,6.4,123,Phenomenonξ
35000000,5.1,99,Snow Dogsξ
32000000,7,101,Scroogedξ
32000000,5.7,92,Nacho Libreξ
32500000,6.8,131,Bridesmaidsξ
32000000,6.7,107,This Is the Endξ
29000000,6.2,103,Stigmataξ
32000000,7.2,129,Men of Honorξ
20000000,6.2,107,Takersξ
35000000,5.6,89,The Big Weddingξ
32000000,4.4,113,"Big Mommas: Like Father, Like Sonξ"
32000000,7.5,93,Source Codeξ
32000000,7.1,120,Aliveξ
32000000,6.4,98,The Number 23ξ
33000000,7.1,105,The Young and Prodigious T.S. Spivetξ
35000000,5.9,142,1941ξ
32000000,6.9,98,Dreamer: Inspired by a True Storyξ
32000000,7.5,96,A History of Violenceξ
32000000,6.3,87,Transporter 2ξ
32000000,6.4,107,The Quick and the Deadξ
28000000,5.9,90,Laws of Attractionξ
55000000,6.8,121,Bringing Out the Deadξ
32000000,6.3,119,Repo Menξ
35000000,3.6,107,Dragon Wars: D-Warξ
30000000,5.3,110,Bogusξ
30000000,5.9,100,The Incredible Burt Wonderstoneξ
32000000,6.9,75,Cats Don't Danceξ
32000000,6.9,132,Cradle Will Rockξ
32000000,6.1,105,The Good Germanξ
32000000,5.7,93,George and the Dragonξ
31500000,8.5,289,Apocalypse Nowξ
32000000,6.3,102,Going the Distanceξ
6500000,7.3,143,Mr. Holland's Opusξ
31500000,6.3,113,Criminalξ
31000000,7.2,161,Out of Africaξ
31000000,7.3,138,Flightξ
34000000,6.3,126,Moonrakerξ
25000000,8.1,99,The Grand Budapest Hotelξ
31000000,6.9,101,Hearts in Atlantisξ
31000000,6.3,103,Arachnophobiaξ
31000000,7.3,118,Frequencyξ
144000000,5.5,116,Ghostbustersξ
31000000,6.1,99,Vacationξ
30250000,6.9,105,Get Shortyξ
45000000,7.2,113,Chicagoξ
34200000,6.4,93,Big Daddyξ
30000000,6.4,108,American Pie 2ξ
30000000,8.3,74,Toy Storyξ
25000000,7.2,116,Speedξ
30000000,6.8,104,The Vowξ
31000000,6.5,106,Extraordinary Measuresξ
30000000,7.8,120,Remember the Titansξ
30000000,7.6,135,The Hunt for Red Octoberξ
30000000,7.2,132,Lee Daniels' The Butlerξ
20000000,6.7,92,Dodgeball: A True Underdog Storyξ
38000000,6.8,99,The Addams Familyξ
30000000,6.3,90,Ace Ventura: When Nature Callsξ
37000000,6.2,111,The Princess Diariesξ
26000000,6.2,103,The First Wives Clubξ
33000000,8.6,127,Se7enξ
30000000,8,112,District 9ξ
30000000,7,87,The SpongeBob SquarePants Movieξ
25000000,8,138,Mystic Riverξ
30000000,8.1,132,Million Dollar Babyξ
30000000,6.7,103,Analyze Thisξ
29000000,7.9,123,The Notebookξ
30000000,6.1,111,27 Dressesξ
30000000,4.2,102,Hannah Montana: The Movieξ
30000000,6.1,78,Rugrats in Paris: The Movieξ
30000000,6.6,132,The Prince of Tidesξ
30000000,7.5,133,Legends of the Fallξ
25000000,7.4,108,Up in the Airξ
30000000,7.2,125,About Schmidtξ
35000000,6.9,98,Warm Bodiesξ
30000000,7.4,119,Looperξ
30000000,5.4,87,Down to Earthξ
30000000,6.8,91,Babeξ
30000000,6.3,100,Hope Springsξ
30000000,7.2,118,Forgetting Sarah Marshallξ
,8.7,44,Friday Night Lightsξ            
45000000,6.9,109,Four Brothersξ
30000000,6,99,Baby Mamaξ
30000000,5.9,114,Hope Floatsξ
30000000,5.4,89,Bride Warsξ
19000000,5.9,95,Without a Paddleξ
37000000,6.1,98,13 Going on 30ξ
17000000,7.7,94,Midnight in Parisξ
42000000,5.8,85,The Nut Jobξ
30000000,7.6,124,Blowξ
55000000,6.1,131,Message in a Bottleξ
27800000,5.4,107,Star Trek V: The Final Frontierξ
30000000,5.1,99,Like Mikeξ
30000000,6.4,83,Naked Gun 33 1/3: The Final Insultξ
30000000,6.3,131,A View to a Killξ
30000000,7.5,85,The Curse of the Were-Rabbitξ
30000000,7.1,126,P.S. I Love Youξ
,5.2,102,Racing Stripesξ
30000000,7.8,123,Atonementξ
30000000,6.5,105,Letters to Julietξ
30000000,6.6,125,Black Rainξ
,5.1,92,The Three Stoogesξ
40000000,7.4,77,Corpse Brideξ
,7.2,118,Glory Roadξ
30000000,7.6,121,Sicarioξ
30000000,7.5,124,Southpawξ
30000000,6.6,99,Drag Me to Hellξ
25000000,7.2,112,The Age of Adalineξ
30000000,7.6,111,Secondhand Lionsξ
30000000,6.2,107,Step Up 3Dξ
30000000,5.6,104,Blue Crushξ
38000000,7.6,113,Stranger Than Fictionξ
32000000,6.6,113,30 Days of Nightξ
30000000,7,95,The Cabin in the Woodsξ
30000000,2.7,86,Meet the Spartansξ
30000000,7.6,126,Midnight Runξ
27000000,6.6,101,The Running Manξ
25000000,6.9,102,Little Shop of Horrorsξ
30000000,6.8,111,Hannaξ
,7.5,60,The Familyξ            
30000000,3.7,95,Mortal Kombat: Annihilationξ
30000000,6.1,98,Larry Crowneξ
30000000,5.9,100,Carrieξ
30000000,6.7,118,Take the Leadξ
,8.5,28,Entourageξ            
30000000,6.9,125,Gridiron Gangξ
45000000,5.5,94,What's the Worst That Could Happen?ξ
30000000,7.1,79,9ξ
30000000,7.1,106,Side Effectsξ
,5.9,111,The Prince and Meξ
30000000,7.3,63,Winnie the Poohξ
19000000,3.4,85,Dumb and Dumberer: When Harry Met Lloydξ
30000000,6.8,108,Bulworthξ
30000000,6.9,139,Get on Upξ
30000000,7,127,One True Thingξ
30000000,5.5,106,Virtuosityξ
30000000,5.1,95,My Super Ex-Girlfriendξ
30000000,6.2,118,Deliver Us from Evilξ
30000000,5.9,108,Sanctumξ
35000000,5.2,105,Little Black Bookξ
30000000,6.2,131,The Five-Year Engagementξ
30000000,5.5,104,Mr 3000ξ
35000000,7.4,133,The Next Three Daysξ
30000000,4.4,94,Ultravioletξ
20000000,6.3,109,Assault on Precinct 13ξ
30000000,6.1,96,The Replacement Killersξ
25000000,5.3,105,Fledξ
30000000,5.4,99,Eight Legged Freaksξ
30000000,6.7,112,Love & Other Drugsξ
30000000,5.9,108,88 Minutesξ
35000000,7.3,126,North Countryξ
40000000,5.5,98,The Whole Ten Yardsξ
26000000,5.8,104,Spliceξ
35000000,4.6,110,Howard the Duckξ
30000000,6.7,130,Pride and Gloryξ
30000000,5.1,93,The Caveξ
30000000,5.6,96,Alex & Emmaξ
30000000,7,114,Wicker Parkξ
30000000,6.4,106,Fright Nightξ
30000000,6.7,150,The New Worldξ
30000000,4.1,100,Wing Commanderξ
30000000,5.5,100,In Dreamsξ
45000000,2.7,100,Dragonball: Evolutionξ
45000000,6.4,107,The Last Standξ
25000000,4.8,102,Godsendξ
23000000,6.1,101,Chasing Libertyξ
30000000,4.8,86,Hoodwinked Too! Hood vs. Evilξ
30000000,7,108,An Unfinished Lifeξ
40000000,6.8,123,The Imaginarium of Doctor Parnassusξ
,7.3,134,Barney's Versionξ
,8.2,511,Trappedξ            
30000000,5.6,88,Runner Runnerξ
30000000,6.1,109,Antitrustξ
18000000,7.9,122,Gloryξ
30000000,8.4,251,Once Upon a Time in Americaξ
30000000,6.5,118,Dead Man Downξ
18000000,7.1,131,The Merchant of Veniceξ
25000000,6.6,109,The Good Thiefξ
,4,80,Supercrossξ
30000000,7,88,Miss Potterξ
60000000,5.6,103,The Promiseξ
21000000,4.8,87,DOA: Dead or Aliveξ
30000000,7.5,160,The Assassination of Jesse James by the Coward Robert Fordξ
18000000,6,121,1911ξ
,7.2,91,Little Nicholasξ
30000000,5.6,92,Wild Cardξ
30000000,6.8,129,Machine Gun Preacherξ
,4.9,93,Animals Unitedξ
30000000,7.1,118,The Color of Freedomξ
24000000,2,110,United Passionsξ
30000000,5.7,103,Grace of Monacoξ
30000000,4.1,85,A Warrior's Tailξ
30000000,6.7,110,Ripley's Gameξ
19000000,7.5,89,Sausage Partyξ
29000000,6.5,115,Pitch Perfect 2ξ
28000000,7.9,153,Walk the Lineξ
,7.6,42,12 Monkeysξ            
30000000,6.4,128,Keeping the Faithξ
29000000,5.8,89,The Borrowersξ
35000000,7.7,122,Frost/Nixonξ
29000000,7.1,113,Confessions of a Dangerous Mindξ
29000000,5.3,99,Serving Saraξ
29000000,5.3,99,The Bossξ
29000000,7.5,147,Cry Freedomξ
28000000,6.9,112,Mumfordξ
12000000,4.9,88,Seed of Chuckyξ
29000000,7.1,94,The Jacketξ
28000000,8,90,Aladdinξ
28000000,7.9,167,Straight Outta Comptonξ
28000000,7.6,118,Indiana Jones and the Temple of Doomξ
24000000,5.9,83,The Rugrats Movieξ
60000000,6.3,104,Along Came a Spiderξ
29000000,7.1,110,Florence Foster Jenkinsξ
29000000,6.4,102,Once Upon a Time in Mexicoξ
28000000,8.2,131,Die Hardξ
28000000,6.9,101,Role Modelsξ
28000000,7.8,130,The Big Shortξ
30000000,6.7,120,Taking Woodstockξ
28000000,7.5,135,Miracleξ
26000000,7.4,110,Dawn of the Deadξ
35000000,5.2,103,The Wedding Plannerξ
30000000,6.5,115,Harlock: Space Pirateξ
21000000,7.6,110,The Royal Tenenbaumsξ
30000000,7.3,91,Identityξ
28000000,6.6,105,Last Vegasξ
28000000,6.8,127,For Your Eyes Onlyξ
28000000,6.9,82,Serendipityξ
27000000,5.8,99,Timecopξ
28000000,6.6,90,Zoolanderξ
28000000,6.7,115,Safe Havenξ
28000000,6.7,96,Hocus Pocusξ
28000000,6.3,104,No Reservationsξ
30000000,7.7,117,Kick-Assξ
28000000,6.1,83,30 Minutes or Lessξ
28000000,4.9,99,Dracula 2000ξ
28000000,6.2,81,"Alexander and the Terrible, Horrible, No Good, Very Bad Dayξ"
28000000,7.8,135,Pride & Prejudiceξ
28000000,8.2,117,Blade Runnerξ
28000000,6.9,139,Rob Royξ
28000000,6.2,123,3 Days to Killξ
21000000,6.9,117,We Own the Nightξ
28000000,4.8,97,Lost Soulsξ
160000000,8,81,Winged Migrationξ
28000000,5.3,103,Just My Luckξ
28000000,6.7,119,"Mystery, Alaskaξ"
28000000,5.4,94,The Spy Next Doorξ
28000000,5.4,89,A Simple Wishξ
28000000,4.9,98,Ghosts of Marsξ
28000000,6.1,107,Our Brand Is Crisisξ
28000000,5.8,108,Pride and Prejudice and Zombiesξ
28000000,7,134,Kundunξ
27000000,6.5,110,How to Lose Friends & Alienate Peopleξ
28000000,6.6,103,Kick-Ass 2ξ
24000000,6.1,145,Captain Alatriste: The Spanish Musketeerξ
28000000,5.7,100,Brick Mansionsξ
27500000,6.6,131,Octopussyξ
30000000,7,133,Knocked Upξ
30000000,7.4,109,My Sister's Keeperξ
35000000,5.3,114,"Welcome Home, Roscoe Jenkinsξ"
16000000,7.4,164,A Passage to Indiaξ
15000000,7.4,92,Notes on a Scandalξ
27500000,6.8,122,Renditionξ
,7.9,42,Limitlessξ            
30000000,7.2,110,Star Trek VI: The Undiscovered Countryξ
27000000,6,116,Divine Secrets of the Ya-Ya Sisterhoodξ
175000000,7.8,106,The Jungle Bookξ
27000000,6.6,115,Kiss the Girlsξ
27000000,7.9,148,The Blues Brothersξ
,6.2,119,The Sisterhood of the Traveling Pants 2ξ
25000000,5.7,118,Joyful Noiseξ
30000000,7.1,101,About a Boyξ
27000000,5.6,82,Lake Placidξ
27000000,7.8,110,Lucky Number Slevinξ
27000000,7.9,193,The Right Stuffξ
30000000,6.9,130,Anonymousξ
27000000,7.4,94,The NeverEnding Storyξ
27000000,7.7,111,Dark Cityξ
13500000,6.9,110,The Duchessξ
,8.7,30,The Honeymoonersξ            
25000000,6.7,109,Return to Ozξ
27000000,6,123,The Newton Boysξ
27000000,6.2,109,Case 39ξ
27000000,5.9,99,Suspect Zeroξ
27000000,6.8,106,Martian Childξ
27000000,3.6,89,Spy Kids: All the Time in the World in 4Dξ
27000000,6.7,98,Money Monsterξ
28000000,6.3,93,Formula 51ξ
15000000,6.4,112,Flawlessξ
27000000,6.4,101,Mindhuntersξ
25000000,5.7,104,What Just Happenedξ
23000000,6.2,120,The Statementξ
27000000,6.6,135,The Magic Fluteξ
26000000,5.2,91,Paul Blart: Mall Copξ
26000000,6.1,97,Freaky Fridayξ
26000000,7.1,133,The 40-Year-Old Virginξ
25000000,7.2,123,Shakespeare in Loveξ
28000000,6.5,114,A Walk Among the Tombstonesξ
26000000,6,111,Kindergarten Copξ
27000000,7,117,Pineapple Expressξ
26000000,7,121,Ever After: A Cinderella Storyξ
22000000,7.5,139,Open Rangeξ
26000000,6.6,115,Flatlinersξ
,8.8,22,It's Always Sunny in Philadelphiaξ            
26000000,7.4,175,A Bridge Too Farξ
26000000,6.5,85,Red Eyeξ
26000000,6.2,90,Final Destination 2ξ
26000000,7.8,107,"O Brother, Where Art Thou?ξ"
26000000,5.2,100,Legionξ
26000000,6.5,129,Pain & Gainξ
26000000,6.5,109,In Good Companyξ
26000000,5.2,94,Clockstoppersξ
26000000,7.2,133,Silveradoξ
26000000,7.1,105,Brothersξ
26000000,4.5,100,Agent Cody Banks 2: Destination Londonξ
56000000,5.7,113,New Year's Eveξ
42000000,6,118,Original Sinξ
26000000,6.4,110,The Ravenξ
26000000,5.2,110,Welcome to Mooseportξ
26000000,4.3,99,Highlander: The Final Dimensionξ
22000000,6.1,101,Blood and Wineξ
26000000,6.3,100,Snow White: A Tale of Terrorξ
26000000,6.8,103,The Curse of the Jade Scorpionξ
26000000,4,100,Accidental Loveξ
25530000,5.2,95,Flipperξ
26000000,6.5,117,Self/lessξ
15000000,7.5,129,The Constant Gardenerξ
30000000,7.1,120,The Passion of the Christξ
25000000,6.9,125,Mrs. Doubtfireξ
25000000,8,133,Rain Manξ
33000000,8.2,116,Gran Torinoξ
25100000,6.4,129,W.ξ
25000000,7.9,93,Takenξ
26000000,6.7,118,The Best of Meξ
25000000,6.1,129,The Bodyguardξ
22000000,8.9,185,Schindler's Listξ
25000000,8.1,146,The Helpξ
28000000,6.2,128,The Fifth Estateξ
80000000,4.9,93,Scooby-Doo 2: Monsters Unleashedξ
26000000,5.4,107,Viyξ
30000000,5.8,97,Freddy vs. Jasonξ
,4.7,101,The Face of an Angelξ
30000000,6,82,Jimmy Neutron: Boy Geniusξ
25000000,7,85,Cloverfieldξ
25000000,6,88,Teenage Mutant Ninja Turtles II: The Secret of the Oozeξ
25000000,7.9,119,The Untouchablesξ
25000000,8.1,122,No Country for Old Menξ
25000000,6.2,99,Ride Alongξ
26000000,6.7,97,Bridget Jones's Diaryξ
25000000,7.3,121,Chocolatξ
45000000,4.6,95,"Legally Blonde 2: Red, White & Blondeξ"
25000000,6.1,105,Parental Guidanceξ
25000000,6.2,108,No Strings Attachedξ
25000000,7.8,134,Tombstoneξ
25000000,6.1,115,Romeo Must Dieξ
2800000,7.6,107,The Omenξ
25000000,5.8,86,Final Destination 3ξ
25000000,6.5,101,The Lucky Oneξ
17000000,7.2,96,Bridge to Terabithiaξ
25000000,7.8,101,Finding Neverlandξ
25000000,4.7,100,A Madea Christmasξ
25000000,6.8,117,The Greyξ
30000000,5.9,101,Hide and Seekξ
26000000,7.2,98,Anchorman: The Legend of Ron Burgundyξ
25000000,8.7,146,Goodfellasξ
26000000,5,102,Agent Cody Banksξ
25000000,6.6,97,Nanny McPheeξ
25000000,8.3,142,Scarfaceξ
25000000,6.7,98,Nothing to Loseξ
23000000,7.8,219,The Last Emperorξ
25000000,6.5,109,Contrabandξ
25000000,6.1,97,Money Talksξ
25000000,8.1,158,There Will Be Bloodξ
25000000,5.2,85,The Wild Thornberrys Movieξ
25000000,5.6,80,Rugrats Go Wildξ
25000000,5.8,86,Undercover Brotherξ
25000000,6.6,119,The Sisterhood of the Traveling Pantsξ
25000000,6.6,98,Kiss of the Dragonξ
25000000,5.5,97,The House Bunnyξ
,5.5,105,Beauty Shopξ
25000000,7,124,Million Dollar Armξ
25000000,6.5,97,The Giverξ
20000000,5.8,105,What a Girl Wantsξ
17000000,5.6,104,Jeepers Creepers IIξ
25000000,5.6,101,Good Luck Chuckξ
30000000,5.8,101,Cradle 2 the Graveξ
25000000,7.6,114,The Hoursξ
20000000,6.4,105,She's the Manξ
25000000,6.3,90,Mr. Bean's Holidayξ
25000000,4.6,97,Anacondas: The Hunt for the Blood Orchidξ
25500000,6.5,144,Blood Tiesξ
30000000,7.5,114,August Rushξ
25000000,7.5,124,Elizabethξ
25000000,5.3,89,Bride of Chuckyξ
25000000,7.5,160,Tora! Tora! Tora!ξ
25000000,3.3,93,Spice Worldξ
,5.7,87,The Sitterξ
25000000,3.5,88,Dance Flickξ
25000000,9.3,142,The Shawshank Redemptionξ
21150000,4.8,92,Crocodile Dundee in Los Angelesξ
27000000,6.9,117,Kingpinξ
25000000,6,111,The Gamblerξ
25000000,7.3,121,August: Osage Countyξ
,6,98,Ice Princessξ
30000000,6.6,107,A Lot Like Loveξ
23000000,7.5,106,Eddie the Eagleξ
25000000,6.9,136,He Got Gameξ
25000000,6.8,97,Don Juan DeMarcoξ
,8.3,7,Shaun the Sheepξ            
25000000,6.3,108,Dear Johnξ
25000000,6.4,97,The Losersξ
25000000,5.6,99,Don't Be Afraid of the Darkξ
25000000,6.3,103,Warξ
25000000,7.3,95,Punch-Drunk Loveξ
25000000,6.6,93,EuroTripξ
13000000,4.6,98,Half Past Deadξ
26000000,5.1,90,Unaccompanied Minorsξ
25000000,5.6,107,"Bright Lights, Big Cityξ"
25000000,5.3,90,The Adventures of Pinocchioξ
,7.5,120,The Greatest Game Ever Playedξ
16000000,5.6,115,The Boxξ
8000000,5.9,93,The Ruinsξ
25000000,4.7,99,The Next Best Thingξ
25000000,4.8,107,My Soul to Takeξ
25000000,6.8,110,The Girl Next Doorξ
25000000,5.4,101,Maximum Riskξ
25000000,5.1,85,Stealing Harvardξ
30000000,7,132,Legendξ
,6.7,88,Hot Rodξ
25000000,4,90,Shark Night 3Dξ
25000000,7.3,145,Angela's Ashesξ
25000000,6.8,110,Draft Dayξ
25000000,6.1,101,Lifeforceξ
,7.2,30,The Powerpuff Girlsξ            
25000000,7,122,The Conspiratorξ
25000000,7.1,107,Lords of Dogtownξ
26000000,6.9,127,The 33ξ
25000000,7.3,99,Big Trouble in Little Chinaξ
17000000,6.3,104,A Perfect Planξ
25000000,8.2,140,Warriorξ
28000000,7.1,133,Michael Collinsξ
25000000,7.7,271,Gettysburgξ
25000000,6.5,112,Stop-Lossξ
25000000,4.9,99,Abandonξ
25000000,6.4,100,Brokedown Palaceξ
14000000,5.9,92,The Possessionξ
25000000,6.2,105,Mrs. Winterbourneξ
25000000,5.8,110,Straw Dogsξ
25000000,6.7,116,The Hoaxξ
17000000,5.9,88,Stone Coldξ
25000000,7.3,111,The Roadξ
25000000,4.8,117,Sheenaξ
25000000,4.1,95,Underclassmanξ
25000000,4.9,95,Say It Isn't Soξ
25000000,7.9,127,The World's Fastest Indianξ
33000000,5.6,105,Snakes on a Planeξ
25000000,5.2,104,Tank Girlξ
15000000,4.1,95,King's Ransomξ
25000000,6.6,121,Blindnessξ
25000000,2.9,92,BloodRayneξ
25000000,7.2,80,Carnageξ
25000000,6.5,107,Where the Truth Liesξ
,6.8,91,Cirque du Soleil: Worlds Awayξ
25000000,7.2,117,Without Limitsξ
25000000,6.8,107,Me and Orson Wellesξ
13500000,7.8,131,The Best Offerξ
20000000,6.7,122,Bad Lieutenant: Port of Call New Orleansξ
,6.1,88,A Turtle's Tale: Sammy's Adventuresξ
25000000,7.1,134,Little White Liesξ
25000000,5.7,117,Love Ranchξ
25000000,2.9,80,The True Story of Puss'N Bootsξ
25000000,5.2,85,Space Dogsξ
25000000,5.3,138,The Counselorξ
25000000,6.2,121,Ironcladξ
25000000,7.3,134,Waterlooξ
25000000,6.5,100,Kung Fu Killerξ
25000000,4.1,100,Red Skyξ
