movie_title,num_critic_for_reviews,num_user_for_reviews
The FamilyåÊ            ,9,30
Mortal Kombat: AnnihilationåÊ,59,256
Larry CrowneåÊ,218,184
CarrieåÊ,359,371
Take the LeadåÊ,101,127
EntourageåÊ            ,52,145
Gridiron GangåÊ,85,134
What's the Worst That Could Happen?åÊ,64,84
9åÊ,263,245
Side EffectsåÊ,450,274
The Prince and MeåÊ,85,154
Winnie the PoohåÊ,162,55
Dumb and Dumberer: When Harry Met LloydåÊ,85,267
BulworthåÊ,110,227
Get on UpåÊ,165,104
One True ThingåÊ,64,112
VirtuosityåÊ,44,88
My Super Ex-GirlfriendåÊ,147,203
Deliver Us from EvilåÊ,242,201
SanctumåÊ,244,215
Little Black BookåÊ,73,116
The Five-Year EngagementåÊ,232,141
Mr 3000åÊ,63,63
The Next Three DaysåÊ,239,237
UltravioletåÊ,158,830
Assault on Precinct 13åÊ,152,220
The Replacement KillersåÊ,105,167
FledåÊ,36,29
Eight Legged FreaksåÊ,181,291
Love & Other DrugsåÊ,219,215
88 MinutesåÊ,158,262
North CountryåÊ,155,214
The Whole Ten YardsåÊ,74,112
SpliceåÊ,368,354
Howard the DuckåÊ,81,269
Pride and GloryåÊ,154,132
The CaveåÊ,140,262
Alex & EmmaåÊ,73,105
Wicker ParkåÊ,98,298
Fright NightåÊ,358,242
The New WorldåÊ,222,671
Wing CommanderåÊ,85,338
In DreamsåÊ,62,148
Dragonball: EvolutionåÊ,130,524
The Last StandåÊ,376,258
GodsendåÊ,130,191
Chasing LibertyåÊ,65,129
Hoodwinked Too! Hood vs. EvilåÊ,77,38
An Unfinished LifeåÊ,107,152
The Imaginarium of Doctor ParnassusåÊ,292,210
Barney's VersionåÊ,193,87
TrappedåÊ            ,16,19
Runner RunneråÊ,184,95
AntitruståÊ,123,221
GloryåÊ,60,365
Once Upon a Time in AmericaåÊ,111,495
Dead Man DownåÊ,217,127
The Merchant of VeniceåÊ,117,161
The Good ThiefåÊ,105,103
SupercrossåÊ,41,38
Miss PotteråÊ,124,142
The PromiseåÊ,90,132
DOA: Dead or AliveåÊ,110,180
The Assassination of Jesse James by the Coward Robert FordåÊ,273,415
1911åÊ,63,27
Little NicholasåÊ,56,17
Wild CardåÊ,130,114
Machine Gun PreacheråÊ,134,124
Animals UnitedåÊ,36,44
The Color of FreedomåÊ,46,23
United PassionsåÊ,7,22
Grace of MonacoåÊ,132,62
A Warrior's TailåÊ,5,7
Ripley's GameåÊ,56,108
Sausage PartyåÊ,65,14
Pitch Perfect 2åÊ,221,185
Walk the LineåÊ,291,815
12 MonkeysåÊ            ,13,56
Keeping the FaithåÊ,148,259
The BorrowersåÊ,42,39
Frost/NixonåÊ,302,241
Confessions of a Dangerous MindåÊ,181,276
Serving SaraåÊ,64,101
The BossåÊ,154,96
Cry FreedomåÊ,17,51
MumfordåÊ,65,123
Seed of ChuckyåÊ,148,214
The JacketåÊ,161,263
AladdinåÊ,124,244
Straight Outta ComptonåÊ,349,331
Indiana Jones and the Temple of DoomåÊ,148,524
The Rugrats MovieåÊ,45,67
Along Came a SpideråÊ,133,317
Florence Foster JenkinsåÊ,87,32
Once Upon a Time in MexicoåÊ,178,471
Die HardåÊ,233,722
Role ModelsåÊ,173,170
The Big ShortåÊ,426,374
Taking WoodstockåÊ,210,71
MiracleåÊ,129,289
Dawn of the DeadåÊ,287,1057
The Wedding PlanneråÊ,108,229
Harlock: Space PirateåÊ,62,28
The Royal TenenbaumsåÊ,220,962
IdentityåÊ,136,714
Last VegasåÊ,222,173
For Your Eyes OnlyåÊ,112,263
SerendipityåÊ,122,374
TimecopåÊ,62,115
ZoolanderåÊ,135,523
Safe HavenåÊ,184,160
Hocus PocusåÊ,36,132
No ReservationsåÊ,171,128
Kick-AssåÊ,447,801
30 Minutes or LessåÊ,220,122
Dracula 2000åÊ,122,365
"Alexander and the Terrible, Horrible, No Good, Very Bad DayåÊ",119,85
Pride & PrejudiceåÊ,177,1058
Blade RunneråÊ,302,1168
Rob RoyåÊ,44,126
3 Days to KillåÊ,211,211
We Own the NightåÊ,222,199
Lost SoulsåÊ,100,167
Winged MigrationåÊ,100,153
Just My LuckåÊ,98,149
"Mystery, AlaskaåÊ",74,123
The Spy Next DooråÊ,97,71
A Simple WishåÊ,21,21
Ghosts of MarsåÊ,156,460
Our Brand Is CrisisåÊ,125,50
Pride and Prejudice and ZombiesåÊ,225,134
KundunåÊ,85,117
How to Lose Friends & Alienate PeopleåÊ,135,98
Kick-Ass 2åÊ,350,378
Captain Alatriste: The Spanish MusketeeråÊ,31,84
Brick MansionsåÊ,177,112
OctopussyåÊ,106,225
Knocked UpåÊ,251,559
My Sister's KeeperåÊ,148,184
"Welcome Home, Roscoe JenkinsåÊ",76,39
A Passage to IndiaåÊ,52,89
Notes on a ScandalåÊ,220,281
RenditionåÊ,131,197
LimitlessåÊ            ,7,131
Star Trek VI: The Undiscovered CountryåÊ,112,188
Divine Secrets of the Ya-Ya SisterhoodåÊ,93,199
The Jungle BookåÊ,370,398
Kiss the GirlsåÊ,83,143
The Blues BrothersåÊ,125,319
The Sisterhood of the Traveling Pants 2åÊ,73,33
Joyful NoiseåÊ,98,71
About a BoyåÊ,158,391
Lake PlacidåÊ,152,366
Lucky Number SlevinåÊ,202,507
The Right StuffåÊ,80,170
AnonymousåÊ,288,136
The NeverEnding StoryåÊ,99,284
Dark CityåÊ,222,624
The DuchessåÊ,194,140
The HoneymoonersåÊ            ,15,31
Return to OzåÊ,56,208
The Newton BoysåÊ,63,39
Case 39åÊ,167,174
Suspect ZeroåÊ,101,139
Martian ChildåÊ,118,71
Spy Kids: All the Time in the World in 4DåÊ,76,83
Money MonsteråÊ,268,103
Formula 51åÊ,95,167
FlawlessåÊ,78,105
MindhuntersåÊ,127,226
What Just HappenedåÊ,137,111
The StatementåÊ,54,52
The Magic FluteåÊ,38,19
Paul Blart: Mall CopåÊ,167,201
Freaky FridayåÊ,129,271
The 40-Year-Old VirginåÊ,217,546
Shakespeare in LoveåÊ,134,752
A Walk Among the TombstonesåÊ,253,207
Kindergarten CopåÊ,46,109
Pineapple ExpressåÊ,232,374
Ever After: A Cinderella StoryåÊ,92,345
Open RangeåÊ,153,494
FlatlinersåÊ,49,148
It's Always Sunny in PhiladelphiaåÊ            ,79,151
A Bridge Too FaråÊ,56,210
Red EyeåÊ,224,673
Final Destination 2åÊ,175,472
"O Brother, Where Art Thou?åÊ",197,862
LegionåÊ,226,315
Pain & GainåÊ,335,287
In Good CompanyåÊ,157,214
ClockstoppersåÊ,69,94
SilveradoåÊ,46,149
BrothersåÊ,217,201
Agent Cody Banks 2: Destination LondonåÊ,55,44
New Year's EveåÊ,200,134
Original SinåÊ,93,181
The RavenåÊ,265,190
Welcome to MooseportåÊ,82,95
Highlander: The Final DimensionåÊ,32,79
Blood and WineåÊ,42,55
Snow White: A Tale of TerroråÊ,22,69
The Curse of the Jade ScorpionåÊ,116,178
Accidental LoveåÊ,56,28
FlipperåÊ,23,26
Self/lessåÊ,178,126
The Constant GardeneråÊ,226,568
The Passion of the ChriståÊ,406,2814
Mrs. DoubtfireåÊ,57,223
Rain ManåÊ,100,331
Gran TorinoåÊ,366,871
W.åÊ,242,320
TakenåÊ,309,974
The Best of MeåÊ,85,99
The BodyguardåÊ,48,126
Schindler's ListåÊ,174,1273
The HelpåÊ,373,460
The Fifth EstateåÊ,224,105
Scooby-Doo 2: Monsters UnleashedåÊ,94,149
ViyåÊ,25,18
Freddy vs. JasonåÊ,273,885
The Face of an AngelåÊ,78,25
Jimmy Neutron: Boy GeniusåÊ,66,118
CloverfieldåÊ,459,2192
Teenage Mutant Ninja Turtles II: The Secret of the OozeåÊ,68,93
The UntouchablesåÊ,123,418
No Country for Old MenåÊ,488,1518
Ride AlongåÊ,146,109
Bridget Jones's DiaryåÊ,168,571
ChocolatåÊ,152,498
"Legally Blonde 2: Red, White & BlondeåÊ",133,297
Parental GuidanceåÊ,139,107
No Strings AttachedåÊ,245,178
TombstoneåÊ,84,439
Romeo Must DieåÊ,70,365
The OmenåÊ,154,310
Final Destination 3åÊ,216,571
The Lucky OneåÊ,170,106
Bridge to TerabithiaåÊ,181,522
Finding NeverlandåÊ,226,632
A Madea ChristmasåÊ,24,27
The GreyåÊ,408,755
Hide and SeekåÊ,180,450
Anchorman: The Legend of Ron BurgundyåÊ,181,577
GoodfellasåÊ,192,989
Agent Cody BanksåÊ,79,104
Nanny McPheeåÊ,128,181
ScarfaceåÊ,147,851
Nothing to LoseåÊ,49,92
The Last EmperoråÊ,75,133
ContrabandåÊ,270,161
Money TalksåÊ,29,41
There Will Be BloodåÊ,398,1107
The Wild Thornberrys MovieåÊ,38,33
Rugrats Go WildåÊ,45,35
Undercover BrotheråÊ,81,179
The Sisterhood of the Traveling PantsåÊ,88,223
Kiss of the DragonåÊ,116,254
The House BunnyåÊ,129,126
Beauty ShopåÊ,72,59
Million Dollar ArmåÊ,151,96
The GiveråÊ,198,260
What a Girl WantsåÊ,66,194
Jeepers Creepers IIåÊ,167,316
Good Luck ChuckåÊ,127,150
Cradle 2 the GraveåÊ,109,185
The HoursåÊ,174,660
She's the ManåÊ,91,261
Mr. Bean's HolidayåÊ,151,235
Anacondas: The Hunt for the Blood OrchidåÊ,94,144
Blood TiesåÊ,91,41
August RushåÊ,148,364
ElizabethåÊ,141,409
Bride of ChuckyåÊ,114,292
Tora! Tora! Tora!åÊ,79,159
Spice WorldåÊ,33,261
The SitteråÊ,146,114
Dance FlickåÊ,83,50
The Shawshank RedemptionåÊ,199,4144
Crocodile Dundee in Los AngelesåÊ,71,119
KingpinåÊ,62,185
The GambleråÊ,175,145
August: Osage CountyåÊ,322,285
Ice PrincessåÊ,67,81
A Lot Like LoveåÊ,112,161
Eddie the EagleåÊ,216,119
He Got GameåÊ,48,109
Don Juan DeMarcoåÊ,44,117
Shaun the SheepåÊ            ,12,12
Dear JohnåÊ,162,186
The LosersåÊ,213,165
Don't Be Afraid of the DarkåÊ,298,250
WaråÊ,119,166
Punch-Drunk LoveåÊ,251,888
EuroTripåÊ,92,316
Half Past DeadåÊ,58,132
Unaccompanied MinorsåÊ,73,56
"Bright Lights, Big CityåÊ",28,37
The Adventures of PinocchioåÊ,19,22
The Greatest Game Ever PlayedåÊ,86,106
The BoxåÊ,287,376
The RuinsåÊ,233,351
The Next Best ThingåÊ,86,162
My Soul to TakeåÊ,160,136
The Girl Next DooråÊ,126,513
Maximum RiskåÊ,50,68
Stealing HarvardåÊ,52,92
LegendåÊ,260,174
Hot RodåÊ,111,149
Shark Night 3DåÊ,231,130
Angela's AshesåÊ,99,163
Draft DayåÊ,159,113
LifeforceåÊ,159,189
The Powerpuff GirlsåÊ            ,7,60
The ConspiratoråÊ,199,135
Lords of DogtownåÊ,119,194
The 33åÊ,120,56
Big Trouble in Little ChinaåÊ,180,331
A Perfect PlanåÊ,58,11
WarrioråÊ,317,514
Michael CollinsåÊ,44,93
GettysburgåÊ,22,256
Stop-LossåÊ,143,99
AbandonåÊ,72,157
Brokedown PalaceåÊ,70,187
The PossessionåÊ,264,162
Mrs. WinterbourneåÊ,20,50
Straw DogsåÊ,190,140
The HoaxåÊ,142,74
Stone ColdåÊ,27,62
The RoadåÊ,355,504
SheenaåÊ,21,52
UnderclassmanåÊ,31,26
Say It Isn't SoåÊ,87,91
The World's Fastest IndianåÊ,126,251
Snakes on a PlaneåÊ,285,1033
Tank GirlåÊ,60,173
King's RansomåÊ,23,20
BlindnessåÊ,229,300
BloodRayneåÊ,143,471
CarnageåÊ,376,181
Where the Truth LiesåÊ,97,128
Cirque du Soleil: Worlds AwayåÊ,73,35
Without LimitsåÊ,28,57
Me and Orson WellesåÊ,160,69
The Best OfferåÊ,124,131
Bad Lieutenant: Port of Call New OrleansåÊ,280,212
A Turtle's Tale: Sammy's AdventuresåÊ,56,22
Little White LiesåÊ,118,48
Love RanchåÊ,49,17
The True Story of Puss'N BootsåÊ,4,24
Space DogsåÊ,16,8
The CounseloråÊ,336,431
IroncladåÊ,91,103
WaterlooåÊ,16,76
Kung Fu KilleråÊ,65,26
Red SkyåÊ,7,11
Dangerous LiaisonsåÊ,51,143
On the RoadåÊ,252,128
Star Trek IV: The Voyage HomeåÊ,106,219
Rocky BalboaåÊ,285,962
Point BreakåÊ,163,163
Scream 2åÊ,195,488
Jane Got a GunåÊ,123,56
Think Like a Man TooåÊ,52,38
The Whole Nine YardsåÊ,129,318
FootlooseåÊ,60,113
Old SchoolåÊ,123,404
The Fisher KingåÊ,84,170
I Still Know What You Did Last SummeråÊ,125,418
Return to MeåÊ,106,275
Zack and Miri Make a PornoåÊ,247,243
Nurse BettyåÊ,156,263
The Men Who Stare at GoatsåÊ,271,268
Double TakeåÊ,45,50
"Girl, InterruptedåÊ",133,385
Win a Date with Tad Hamilton!åÊ,84,140
Muppets from SpaceåÊ,70,100
The WizåÊ,32,150
Ready to RumbleåÊ,51,101
Play It to the BoneåÊ,73,59
I Don't Know How She Does ItåÊ,169,68
Piranha 3DåÊ,365,374
Beyond the SeaåÊ,113,248
Meet the DeedlesåÊ,18,37
The Princess and the CobbleråÊ,10,47
The Bridge of San Luis ReyåÊ,16,50
FasteråÊ,196,157
Howl's Moving CastleåÊ,212,330
ZombielandåÊ,445,553
King KongåÊ,446,2618
The WaterboyåÊ,108,300
Star Wars: Episode V - The Empire Strikes BackåÊ,223,900
Bad BoysåÊ,63,203
The Naked Gun 2å_: The Smell of FearåÊ,43,87
Final DestinationåÊ,211,674
The Ides of MarchåÊ,421,288
Pitch BlackåÊ,214,805
Someone Like You...åÊ,92,167
HeråÊ,574,748
Eddie the EagleåÊ,216,119
Joy RideåÊ,140,339
The Adventurer: The Curse of the Midas BoxåÊ,28,32
Anywhere But HereåÊ,36,103
Chasing LibertyåÊ,65,129
The CrewåÊ,53,47
HaywireåÊ,394,397
Jaws: The RevengeåÊ,80,383
Marvin's RoomåÊ,45,71
The LongshotsåÊ,47,19
The End of the AffairåÊ,90,165
Harley Davidson and the Marlboro ManåÊ,30,81
In the Valley of ElahåÊ,232,224
Coco Before ChanelåÊ,165,65
ForsakenåÊ,45,49
ChÌ©riåÊ,155,43
RogueåÊ            ,6,23
Vanity FairåÊ,118,148
Bodyguards and AssassinsåÊ,55,33
1408åÊ,314,580
SpaceballsåÊ,103,273
The Water DivineråÊ,183,185
GhoståÊ,77,252
There's Something About MaryåÊ,171,611
The Santa ClauseåÊ,64,111
The RookieåÊ,92,174
The Game PlanåÊ,112,83
The Bridges of Madison CountyåÊ,69,192
The AnimalåÊ,75,132
GandhiåÊ,95,256
The Hundred-Foot JourneyåÊ,180,185
The NetåÊ,53,166
I Am SamåÊ,129,431
Son of GodåÊ,61,174
UnderworldåÊ,226,806
DerailedåÊ,116,375
The Informant!åÊ,248,175
ShadowlandsåÊ,23,87
Deuce Bigalow: European GigoloåÊ,98,166
Delivery ManåÊ,168,95
Victor FrankensteinåÊ,159,91
Our Kind of TraitoråÊ,134,21
Saving SilvermanåÊ,97,201
Diary of a Wimpy Kid: Dog DaysåÊ,88,35
Summer of SamåÊ,85,354
Jay and Silent Bob Strike BackåÊ,181,867
The IslandåÊ,257,899
The Glass HouseåÊ,95,200
"Hail, Caesar!åÊ",423,302
Josie and the PussycatsåÊ,93,242
HomefrontåÊ,203,154
The Little VampireåÊ,38,38
I Heart HuckabeesåÊ,183,381
RoboCop 3åÊ,75,180
Megiddo: The Omega Code 2åÊ,18,111
Darling LiliåÊ,22,50
Dudley Do-RightåÊ,41,77
The Transporter RefueledåÊ,148,121
The LibertineåÊ,111,260
Black BookåÊ,231,232
Joyeux NoelåÊ,115,147
Hit and RunåÊ,176,104
Mad MoneyåÊ,98,54
Before I Go to SleepåÊ,149,105
SorcereråÊ,84,116
StoneåÊ,138,135
MoliÌ¬reåÊ,78,27
Out of the FurnaceåÊ,288,231
Michael ClaytonåÊ,299,363
My Fellow AmericansåÊ,27,71
Arlington RoadåÊ,155,591
UnderdogsåÊ,82,22
To Rome with LoveåÊ,275,163
FirefoxåÊ,43,98
South Park: Bigger Longer & UncutåÊ,163,928
Death at a FuneralåÊ,168,199
Teenage Mutant Ninja Turtles IIIåÊ,60,87
HardballåÊ,85,131
Silver Linings PlaybookåÊ,539,692
Freedom WritersåÊ,84,235
For Colored GirlsåÊ,75,73
The TransporteråÊ,171,460
Never Back DownåÊ,140,184
The Rage: Carrie 2åÊ,85,253
The BacheloråÊ            ,5,33
Away We GoåÊ,217,115
Swing VoteåÊ,131,79
Moonlight MileåÊ,111,147
Tinker Tailor Soldier SpyåÊ,466,517
MollyåÊ,16,40
The BeaveråÊ,276,148
The Best Little Whorehouse in TexasåÊ,11,48
eXistenZåÊ,196,527
Raiders of the Lost ArkåÊ,234,771
Home Alone 2: Lost in New YorkåÊ,37,189
Close Encounters of the Third KindåÊ,171,339
PulseåÊ,148,258
Beverly Hills Cop IIåÊ,50,95
Bringing Down the HouseåÊ,121,236
The Silence of the LambsåÊ,185,916
Wayne's WorldåÊ,61,176
Jackass 3DåÊ,156,81
Jaws 2åÊ,75,265
Beverly Hills ChihuahuaåÊ,100,99
The ConjuringåÊ,511,807
Are We There Yet?åÊ,75,149
TammyåÊ,148,144
DisturbiaåÊ,253,491
School of RockåÊ,204,479
Mortal KombatåÊ,72,283
Wicker ParkåÊ,98,298
White ChicksåÊ,62,251
The DescendantsåÊ,549,439
HolesåÊ,106,331
The Last SongåÊ,123,185
12 Years a SlaveåÊ,597,695
DrumlineåÊ,64,185
Why Did I Get Married Too?åÊ,40,68
Edward ScissorhandsåÊ,111,588
Me Before YouåÊ,151,130
Madea's Witness ProtectionåÊ,31,50
The French ConnectionåÊ,138,280
Bad MomsåÊ,81,46
Date MovieåÊ,99,613
Return to Never LandåÊ,80,79
SelmaåÊ,364,212
The Jungle Book 2åÊ,85,58
BoogeymanåÊ,140,389
PremonitionåÊ,184,337
The Tigger MovieåÊ,89,53
OrphanåÊ,265,383
MaxåÊ,61,87
Meet the BrownsåÊ            ,3,20
Epic MovieåÊ,112,666
Conan the BarbarianåÊ,166,337
SpotlightåÊ,474,409
Lakeview TerraceåÊ,165,135
The Grudge 2åÊ,131,284
How Stella Got Her Groove BackåÊ,29,51
Bill & Ted's Bogus JourneyåÊ,43,117
Man of the YearåÊ,111,236
The Black HoleåÊ,90,230
The AmericanåÊ,333,463
SelenaåÊ,37,155
Vampires SuckåÊ,122,187
BabelåÊ,285,908
This Is Where I Leave YouåÊ,156,145
DoubtåÊ,293,321
Team America: World PoliceåÊ,233,700
Texas Chainsaw 3DåÊ,282,255
CopycatåÊ,57,140
Scary Movie 5åÊ,153,177
Paint Your WagonåÊ,20,106
MilkåÊ,324,281
RisenåÊ,122,117
Ghost ShipåÊ,156,474
A Very Harold & Kumar 3D ChristmasåÊ,161,93
Wild ThingsåÊ,69,389
The StepfatheråÊ,121,119
The DebtåÊ,258,165
High FidelityåÊ,174,602
One Missed CallåÊ,141,189
Eye for an EyeåÊ,31,77
The Bank JobåÊ,222,189
Eternal Sunshine of the Spotless MindåÊ,273,1514
You AgainåÊ,91,136
Street KingsåÊ,190,189
The World's EndåÊ,427,401
Nancy DrewåÊ,93,102
DaybreakersåÊ,292,281
She's Out of My LeagueåÊ,180,131
Monte CarloåÊ,94,44
Stay AliveåÊ,112,281
Quigley Down UnderåÊ,20,97
Alpha and OmegaåÊ,84,84
The CovenantåÊ,120,334
Stick ItåÊ,90,124
ShortsåÊ,103,37
To Die ForåÊ,59,162
NerveåÊ,86,35
AppaloosaåÊ,190,202
VampiresåÊ,114,403
Yu-Gi-Oh! Duel MonstersåÊ            ,6,51
PsychoåÊ,290,1040
My Best Friend's GirlåÊ,80,100
Endless LoveåÊ,98,76
Georgia RuleåÊ,88,125
Under the RainbowåÊ,13,34
LadyhawkeåÊ,52,185
Simon BirchåÊ,60,219
Reign Over MeåÊ,154,231
Into the WildåÊ,274,760
School for ScoundrelsåÊ,110,97
Silent Hill: Revelation 3DåÊ,173,220
From Dusk Till DawnåÊ,165,592
Pooh's Heffalump MovieåÊ,45,32
Home for the HolidaysåÊ,45,76
Kung Fu HustleåÊ,377,354
Fired UpåÊ            ,,6
The Country BearsåÊ,43,75
The Kite RunneråÊ,201,230
21 GramsåÊ,192,559
PaparazziåÊ,77,138
TwilightåÊ,350,1535
A Guy ThingåÊ,81,92
LoseråÊ,81,158
Capitalism: A Love StoryåÊ,222,188
The Greatest Story Ever ToldåÊ,27,100
Secret in Their EyesåÊ,155,81
Disaster MovieåÊ,111,359
ArmoredåÊ,107,110
The Man Who Knew Too LittleåÊ,34,100
What's Your Number?åÊ,151,91
LockoutåÊ,289,236
EnvyåÊ,76,176
Crank: High VoltageåÊ,150,223
Bullets Over BroadwayåÊ,67,86
One Night with the KingåÊ,36,177
The Quiet AmericanåÊ,149,199
The Weather ManåÊ,156,316
UndisputedåÊ,64,88
Ghost TownåÊ,210,147
12 RoundsåÊ,113,113
Let Me InåÊ,390,366
3 Ninjas Kick BackåÊ,5,26
Be Kind RewindåÊ,248,235
Mrs Henderson PresentsåÊ,137,180
Triple 9åÊ,214,106
Deconstructing HarryåÊ,104,131
Three to TangoåÊ,81,121
BurntåÊ,175,129
We're No AngelsåÊ,20,42
Everyone Says I Love YouåÊ,69,140
Death at a FuneralåÊ,168,199
Death SentenceåÊ,166,299
Everybody's FineåÊ,160,117
Superbabies: Baby Geniuses 2åÊ,32,129
The ManåÊ,72,76
Code Name: The CleaneråÊ,53,26
Connie and CarlaåÊ,76,117
Sweet CharityåÊ,15,64
Inherent ViceåÊ,401,242
DoogalåÊ,31,114
Battle of the YearåÊ,65,25
PerceptionåÊ            ,26,29
An American CarolåÊ,45,205
Machete KillsåÊ,260,164
WillardåÊ,129,213
Strange WildernessåÊ,58,120
Topsy-TurvyåÊ,103,202
Little BoyåÊ,45,122
A Dangerous MethodåÊ,345,190
A Scanner DarklyåÊ,232,293
Chasing MavericksåÊ,116,75
Alone in the DarkåÊ,148,521
BandslamåÊ,79,39
BirthåÊ,167,361
A Most Violent YearåÊ,350,180
PasschendaeleåÊ,25,102
Flash of GeniusåÊ,99,45
I'm Not There.åÊ,231,230
The Cold Light of DayåÊ,119,113
The Brothers BloomåÊ,182,105
"Synecdoche, New YorkåÊ",245,274
Princess MononokeåÊ,174,570
Bon voyageåÊ,69,53
Can't Stop the MusicåÊ,26,74
The PropositionåÊ,168,232
CourageåÊ,27,20
Marci XåÊ,28,66
EquilibriumåÊ,146,1137
The Children of Huang ShiåÊ,67,33
The YardsåÊ,93,138
The Oogieloves in the Big Balloon AdventureåÊ,28,83
By the SeaåÊ,131,61
SteamboyåÊ,105,79
The Game of Their LivesåÊ,21,46
All Good ThingsåÊ,140,67
Rapa NuiåÊ,9,25
CJ7åÊ,83,66
Les couloirs du temps: Les visiteurs IIåÊ,8,16
Dylan Dog: Dead of NightåÊ,138,75
People I KnowåÊ,42,81
The Doombolt ChaseåÊ            ,,
The TempeståÊ,92,36
RegressionåÊ,140,62
The TouchåÊ,,
Three Kingdoms: Resurrection of the DragonåÊ,29,29
ShatteredåÊ,29,118
ZambeziaåÊ,39,11
RamanujanåÊ,2,1
Dwegons and LeprechaunsåÊ,2,3
Hands of StoneåÊ,,1
SurvivoråÊ,64,101
The Frozen GroundåÊ,120,133
The Painted VeilåÊ,143,220
The Baader Meinhof ComplexåÊ,160,110
Dances with WolvesåÊ,92,382
Bad TeacheråÊ,286,296
Sea of LoveåÊ,43,112
A Cinderella StoryåÊ,69,232
ScreamåÊ,242,869
Thir13en GhostsåÊ,149,478
The ShiningåÊ,253,1320
Back to the FutureåÊ,198,809
House on Haunted HillåÊ,147,536
I Can Do Bad All by MyselfåÊ,36,59
Fight ValleyåÊ,6,6
The SwitchåÊ,181,120
Just MarriedåÊ,97,205
The Devil's DoubleåÊ,167,125
"Gone, Baby, GoneåÊ            ",,
Thomas and the Magic RailroadåÊ,47,119
The CraziesåÊ,308,251
Spirited AwayåÊ,246,902
FirestormåÊ,23,12
The BountyåÊ,29,95
The Book ThiefåÊ,252,236
Sex DriveåÊ,102,103
Leap YearåÊ,134,181
The Fall of the Roman EmpireåÊ,30,91
Take Me Home TonightåÊ,136,83
Won't Back DownåÊ,102,37
The NutcrackeråÊ,10,15
Kansas CityåÊ,31,44
IndignationåÊ,63,3
The Amityville HorroråÊ,220,518
Adaptation.åÊ,241,710
Land of the DeadåÊ,252,662
Out of InfernoåÊ,23,4
Fear and Loathing in Las VegasåÊ,156,648
The Invention of LyingåÊ,192,287
NeighborsåÊ,351,397
The MaskåÊ,57,213
BigåÊ,99,204
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of KazakhstanåÊ,343,1198
Legally BlondeåÊ,163,548
Star Trek III: The Search for SpockåÊ,110,192
The Exorcism of Emily RoseåÊ,233,522
Deuce Bigalow: Male GigoloåÊ,91,202
Left BehindåÊ,169,374
The Family StoneåÊ,142,475
Barbershop 2: Back in BusinessåÊ,50,69
Bad SantaåÊ,195,485
Austin Powers: International Man of MysteryåÊ,129,425
My Big Fat Greek Wedding 2åÊ,156,103
Diary of a Wimpy Kid: Rodrick RulesåÊ,103,45
PredatoråÊ,217,629
AmadeusåÊ,134,549
Prom NightåÊ,146,260
Mean GirlsåÊ,159,554
Under the Tuscan SunåÊ,111,317
Gosford ParkåÊ,187,651
The O.C.åÊ            ,20,281
Peggy Sue Got MarriedåÊ,44,96
Birdman or (The Unexpected Virtue of Ignorance)åÊ,588,1101
Blue JasmineåÊ,415,384
United 93åÊ,279,828
HoneyåÊ,97,144
GloryåÊ,60,365
Spy HardåÊ,27,76
The FogåÊ,212,335
Soul SurferåÊ,110,114
Catch-22åÊ,45,124
Observe and ReportåÊ,190,248
Conan the DestroyeråÊ,77,109
Raging BullåÊ,151,494
Love HappensåÊ,111,77
Young Sherlock HolmesåÊ,64,86
FameåÊ,134,82
127 HoursåÊ,450,440
Small Time CrooksåÊ,128,192
Center StageåÊ,68,210
Love the CoopersåÊ,97,68
Catch That KidåÊ,54,49
Life as a HouseåÊ,99,359
Steve JobsåÊ,412,307
"I Love You, Beth CooperåÊ",107,80
Youth in RevoltåÊ,192,105
The Legend of the Lone RangeråÊ,25,41
The Tailor of PanamaåÊ,104,213
Blow OutåÊ,120,149
GetawayåÊ,146,109
The Ice StormåÊ,124,287
And So It GoesåÊ,107,48
Troop Beverly HillsåÊ,11,35
Being JuliaåÊ,93,112
9å_ WeeksåÊ,38,118
DragonslayeråÊ,60,102
The Last StationåÊ,184,82
Ed WoodåÊ,148,420
Labor DayåÊ,217,111
Mongol: The Rise of Genghis KhanåÊ,160,165
RocknRollaåÊ,209,192
MegaforceåÊ,40,54
HamletåÊ,85,224
Mao's Last DanceråÊ,83,53
Midnight SpecialåÊ,263,156
Anything ElseåÊ,128,155
The Railway ManåÊ,186,119
UnforgettableåÊ            ,14,44
The White RibbonåÊ,292,193
RestorationåÊ,15,6
The WraithåÊ,70,100
The Salton SeaåÊ,79,180
Metallica Through the NeveråÊ,103,56
The InformersåÊ,97,93
CarlosåÊ            ,108,36
I Come with the RainåÊ,59,20
One Man's HeroåÊ,10,42
Day of the DeadåÊ,184,419
I Am WrathåÊ,23,50
RenaissanceåÊ,112,90
ForsakenåÊ,45,49
Red SonjaåÊ,59,95
Red LightsåÊ,195,140
SuperbadåÊ,256,555
Madea Goes to JailåÊ,44,45
WolvesåÊ,59,34
Step Up 2: The StreetsåÊ,97,108
Hoodwinked!åÊ,142,247
Hotel RwandaåÊ,187,609
HitmanåÊ,193,376
Black NativityåÊ,40,17
The PrinceåÊ,46,101
City of GhostsåÊ,38,67
The OthersåÊ,239,1109
AliensåÊ,250,1076
My Fair LadyåÊ,82,258
I Know What You Did Last SummeråÊ,140,419
